"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","fertility_rate"
"nga",1977,67425435,4415,36.1268650318,6.76
"ngokar",1977,,,40,
"nic",1977,2973805,7137,45.9065,6.42
"niu",1977,3688,,40,
"nld",1977,13827329,24436,30.796114,1.58
"nor",1977,4041789,30319,32.7199200704,1.75
"npl",1977,13913775,1031,50.311179,5.85
"nru",1977,7235,55977,40,
"nzl",1977,3122551,20623,31.9324529644,2.32
"omn",1977,977806,22951,40,8.02
"pak",1977,70953777,1897,35.5604,6.6
"pan",1977,1837887,6833,50.9008412545,4.26
"pcn",1977,67,,40,
"per",1977,16061327,7255,44.6442478691,5.44
"phl",1977,43650333,3947,47.8674175543,5.51
"plw",1977,12225,36923,40,
"png",1977,2967620,1801,48.98315,5.9
"pol",1977,34779313,11713,29.7700369595,2.27
"pri",1977,3036799,17799,49.9772741623,2.77
"prk",1977,16758826,1884,40,2.89
"prt",1977,9441167,13361,39.000735,2.57
"pry",1977,2935375,4632,40,5.2
"pyf",1977,138867,,40,4.3
"qat",1977,182370,145688,40,6.21
"reu",1977,492292,,40,3.13
"rou",1977,22083933,13207,20.0326034965,2.58
"rus",1977,135406786,17487,24.5866666667,1.92
"rwa",1977,4648070,752,49.3251317138,8.42
"sau",1977,,77548,40,7.3
"shn",1977,,,40,
"slv",1977,4328817,5659,40,5.51
"smr",1977,,28214,40,
"spm",1977,,,40,
"stp",1977,,2883,40,6.51
"tcd",1977,4254770,1253,36.7393518839,6.86
"vct",1977,,3090,40,4.54
"vgb",1977,10596,,40,
"wsm",1977,,3493,40,6.55
