geo,time,Migrant stock (% of population)
idn,1965,1.418681836
ind,1965,1.88164938
irl,1965,3.282248245
irn,1965,0.216030482
irq,1965,0.911257279
isl,1965,2.3515625
isr,1965,50.38444429
ita,1965,1.222968866
jam,1965,1.362950071
jor,1965,40.99076463
jpn,1965,0.727014512
ken,1965,1.069036133
khm,1965,6.083706592
kir,1965,1.588642001
kna,1965,6.306782382
kor,1965,0.550009253
kwt,1965,51.12717242
lao,1965,0.844918846
lbn,1965,7.982431765
lbr,1965,3.050788895
lby,1965,3.47012562
lca,1965,2.781149182
lie,1965,28.47370671
lka,1965,9.175478339
lso,1965,0.389202601
lux,1965,15.7312861
mac,1965,42.14873664
mar,1965,1.674052391
mco,1965,67.07987164
mdg,1965,1.706893186
mdv,1965,1.654729109
mex,1965,0.463401362
mhl,1965,5.41603981
mli,1965,3.005274202
mlt,1965,2.072137941
mmr,1965,1.189056565
mng,1965,0.372297824
mnp,1965,27.97781415
moz,1965,0.094699194
mrt,1965,1.567789921
msr,1965,9.82346482
mtq,1965,3.462427746
mus,1965,1.395038829
mwi,1965,7.42410233
mys,1965,2.154015831
myt,1965,6.458408769
nam,1965,5.049713151
ncl,1965,19.3044697
ner,1965,1.697265748
nga,1965,0.241780075
nic,1965,0.730948867
niu,1965,5.752926928
nld,1965,2.779099707
nor,1965,1.859145351
npl,1965,3.227062405
nru,1965,16.57949791
nzl,1965,14.69347079
omn,1965,8.155795284
pak,1965,10.50081912
pan,1965,4.836546135
pcn,1965,7.766990291
per,1965,0.583289945
phl,1965,0.695445337
plw,1965,3.506112006
png,1965,1.384513232
pol,1965,7.154306404
pri,1965,4.298872282
prk,1965,0.215818027
prt,1965,0.698731069
pry,1965,2.591777881
pse,1965,45.44165166
pyf,1965,5.901420433
qat,1965,48.70142857
reu,1965,3.206726141
rou,1965,1.729865581
rwa,1965,1.044243173
sau,1965,3.250989862
sdn,1965,1.788765819
sen,1965,4.924776479
sgp,1965,27.92365028
shn,1965,3.730056059
slb,1965,2.834685783
sle,1965,2.40437431
slv,1965,1.062014718
smr,1965,44.30793961
som,1965,0.382812791
spm,1965,8.734052993
stp,1965,11.19238307
sur,1965,5.759233226
swe,1965,5.090339375
swz,1965,8.892890898
syc,1965,2.921276126
syr,1965,5.916720151
tca,1965,5.133180455
tcd,1965,1.750417907
tgo,1965,7.084955135
tha,1965,1.27335237
tkl,1965,6.637884512
tls,1965,1.404486702
ton,1965,0.285268769
tto,1965,7.80945135
tun,1965,1.649157667
tur,1965,2.896752305
tuv,1965,5.321800323
tza,1965,4.163113507
uga,1965,11.32878812
ury,1965,7.237022037
usa,1965,5.692803321
ussr,1965,1.306074541
vct,1965,2.781267448
ven,1965,6.192401155
vgb,1965,16.61748014
vir,1965,41.00630959
vnm,1965,0.011065866
vut,1965,4.105985155
wlf,1965,0.694067889
wsm,1965,2.711688148
yem,1965,3.053822158
yug,1965,0.814966329
zaf,1965,4.770188976
zmb,1965,9.204460462
zwe,1965,10.15123911
abw,1970,13.15108066
afg,1970,0.448076134
ago,1970,0.799852973
aia,1970,12.54253016
alb,1970,2.530671723
and,1970,55.18798227
ant,1970,14.98975242
are,1970,29.30202537
arg,1970,9.24650252
asm,1970,26.45834854
atg,1970,9.989308521
aus,1970,19.29959252
aut,1970,9.063586104
bdi,1970,4.093354205
bel,1970,7.218926483
ben,1970,1.623417259
bfa,1970,1.592828509
bgd,1970,1.050890253
bgr,1970,0.249588554
bhr,1970,17.28219632
bhs,1970,18.21330945
blz,1970,8.312884686
bmu,1970,27.5453035
bol,1970,1.225051555
bra,1970,1.283275898
brb,1970,5.620918865
brn,1970,25.36893399
btn,1970,4.388284024
bwa,1970,1.501751611
caf,1970,2.672965092
can,1970,14.97156471
chanisl,1970,38.65159884
che,1970,17.66637077
cheslo,1970,0.463702925
chl,1970,0.942843451
chn,1970,0.034365302
civ,1970,22.77700505
cmr,1970,2.944598988
cod,1970,7.022682542
cog,1970,3.359098098
cok,1970,5.517144726
col,1970,0.373097107
com,1970,1.518481015
cpv,1970,2.73875089
cri,1970,1.39574143
cub,1970,1.491078543
cym,1970,15.75601033
cyp,1970,5.607380897
deu,1970,
deu_east,1970,0.697845977
deu_west,1970,4.168653865
dji,1970,13.26864046
dma,1970,3.18606233
dnk,1970,2.382786608
dom,1970,4.245745303
dza,1970,1.229061098
ecu,1970,0.749925907
egy,1970,0.57207103
eri,1970,0.481645391
esh,1970,1.927365195
esp,1970,1.05311167
eth,1970,1.363063616
fin,1970,0.705406298
fji,1970,3.150850272
flk,1970,7.02106319
fra,1970,10.26243429
fro,1970,5.113886088
fsm,1970,8.615244359
gab,1970,7.629868903
gbm,1970,45.54530676
gbr,1970,5.292358327
gha,1970,4.027425208
gib,1970,35.71962985
gin,1970,0.439163222
glp,1970,5.191233777
gmb,1970,11.2335579
gnb,1970,2.028170041
gnq,1970,3.46854205
grc,1970,1.018673713
grd,1970,3.326447375
grl,1970,15.56072452
gtm,1970,0.752191663
guf,1970,32.29984383
gum,1970,44.23875777
guy,1970,1.7924128
hkg,1970,43.52231939
hnd,1970,0.76647133
hos,1970,100
hti,1970,0.236155415
hun,1970,4.230229981
idn,1970,1.000864096
ind,1970,1.660419147
irl,1970,4.415166714
irn,1970,0.299133487
irq,1970,0.73331347
isl,1970,2.407631516
isr,1970,48.61430942
ita,1970,1.616506827
jam,1970,1.396465711
jor,1970,32.75938459
jpn,1970,0.694259198
ken,1970,1.413911961
khm,1970,4.934018411
kir,1970,1.337343084
kna,1970,6.094435903
kor,1970,0.572117942
kwt,1970,62.2586193
lao,1970,0.768372527
lbn,1970,7.812601065
lbr,1970,3.468655535
lby,1970,6.126730191
lca,1970,2.817293211
lie,1970,32.84155309
lka,1970,8.669428994
lso,1970,0.407144441
lux,1970,17.29090995
mac,1970,38.39892253
mar,1970,0.823945403
mco,1970,65.55785386
mdg,1970,1.109103666
mdv,1970,1.578253707
mex,1970,0.376359835
mhl,1970,5.075270926
mli,1970,2.725709824
mlt,1970,3.435973162
mmr,1970,1.032412223
mng,1970,0.358462046
mnp,1970,27.51615882
moz,1970,0.082454243
mrt,1970,1.754179912
msr,1970,11.94183946
mtq,1970,4.078980516
mus,1970,1.272745315
mwi,1970,6.473717552
mys,1970,6.784820647
myt,1970,7.399836468
nam,1970,5.591347688
ncl,1970,22.2101955
ner,1970,1.694206013
nga,1970,0.279514869
nic,1970,0.870782771
niu,1970,7.424182749
nld,1970,2.004843493
nor,1970,2.024741946
npl,1970,2.904967703
nru,1970,24.59167951
nzl,1970,14.52143693
omn,1970,8.411595476
pak,1970,8.268096439
pan,1970,3.885798234
pcn,1970,8.888888889
per,1970,0.508574695
phl,1970,0.594615239
plw,1970,3.821542837
png,1970,1.948357846
pol,1970,6.39241069
pri,1970,6.956487485
prk,1970,0.200522617
prt,1970,1.170828151
pry,1970,2.940389313
pse,1970,53.34831391
pyf,1970,7.390504365
qat,1970,61.38417318
reu,1970,3.527544765
rou,1970,1.401488337
rwa,1970,0.9470493
sau,1970,6.214314076
sdn,1970,1.861665361
sen,1970,4.219573138
sgp,1970,25.58916148
shn,1970,4.497568882
slb,1970,2.541887619
sle,1970,2.833085478
slv,1970,0.869492245
smr,1970,41.24022929
som,1970,0.362253824
spm,1970,10.5755132
stp,1970,9.607496944
sur,1970,4.376613295
swe,1970,6.554314963
swz,1970,7.577188994
syc,1970,4.780526888
syr,1970,5.772406216
tca,1970,8.328893625
tcd,1970,1.652882462
tgo,1970,6.796230335
tha,1970,0.934198659
tkl,1970,9.044908286
tls,1970,1.374041761
ton,1970,0.46789812
tto,1970,6.231028555
tun,1970,1.003237565
tur,1970,1.039548778
tuv,1970,4.864346396
tza,1970,3.714315441
uga,1970,10.04834218
ury,1970,5.692571529
usa,1970,5.716397432
ussr,1970,1.27379843
vct,1970,2.534962136
ven,1970,5.494798347
vgb,1970,32.40929474
vir,1970,52.6074266
vnm,1970,0.010333734
vut,1970,3.841279807
wlf,1970,1.335748245
wsm,1970,2.369445186
yem,1970,3.082984025
yug,1970,0.803018918
zaf,1970,4.272949411
zmb,1970,7.334343745
zwe,1970,9.589433022
abw,1975,12.31202211
abw,1975,11.63898227
afg,1975,0.427974784
afg,1975,0.423217269
ago,1975,0.450721776
ago,1975,1.1445245
aia,1975,15.29605263
aia,1975,17.57557795
alb,1975,2.366543499
alb,1975,2.235989967
and,1975,60.13238618
and,1975,69.08818172
ant,1975,13.44524669
ant,1975,12.05977197
are,1975,58.9401712
are,1975,70.77216312
arg,1975,7.935421583
arg,1975,6.822516773
asm,1975,35.98619362
asm,1975,41.78141136
atg,1975,10.40269336
atg,1975,12.61759823
aus,1975,19.51962739
aus,1975,19.70992741
aut,1975,9.514246754
aut,1975,9.537385952
bdi,1975,3.796896045
bdi,1975,5.418672217
bel,1975,8.38734002
bel,1975,9.125426421
ben,1975,1.620589199
ben,1975,1.613232155
bfa,1975,1.723818948
bfa,1975,2.48437819
bgd,1975,0.972286657
bgd,1975,0.889990202
bgr,1975,0.246688743
bgr,1975,0.244980103
bhr,1975,22.09768403
bhr,1975,29.81754885
bhs,1975,14.41189086
bhs,1975,11.45976612
blz,1975,8.190261119
blz,1975,9.637959331
bmu,1975,26.41519864
bmu,1975,25.31399415
bol,1975,1.191629035
bol,1975,1.091874394
bra,1975,1.082552047
bra,1975,0.915021316
brb,1975,6.454029798
brb,1975,7.498965785
brn,1975,25.51820641
brn,1975,26.40912199
btn,1975,4.24225993
btn,1975,4.173036058
bwa,1975,1.530044885
bwa,1975,1.526418429
caf,1975,2.579251721
caf,1975,2.43987045
can,1975,15.20094915
can,1975,15.54305329
chanisl,1975,39.49694032
chanisl,1975,40.6386932
che,1975,17.1847397
che,1975,16.86625077
cheslo,1975,0.472944409
cheslo,1975,0.481226656
chl,1975,0.825267496
chl,1975,0.732495868
chn,1975,0.032757332
chn,1975,0.031724431
civ,1975,21.01659678
civ,1975,18.06176971
cmr,1975,2.756884737
cmr,1975,2.545837173
cod,1975,5.199304422
cod,1975,4.432701274
cog,1975,3.765334269
cog,1975,4.19721141
cok,1975,7.494740962
cok,1975,11.97793538
col,1975,0.353778333
col,1975,0.337841871
com,1975,2.624728209
com,1975,4.456872799
cpv,1975,2.76596051
cpv,1975,2.793605134
cri,1975,1.421432348
cri,1975,2.923273699
cub,1975,0.988684014
cub,1975,0.68132448
cym,1975,23.28351415
cym,1975,32.88694753
cyp,1975,6.009205032
cyp,1975,6.361349393
deu,1975,
deu,1975,
deu_east,1975,0.672332353
deu_east,1975,0.643959408
deu_west,1975,6.43017794
deu_west,1975,7.157180991
dji,1975,12.92597522
dji,1975,23.59546266
dma,1975,2.81596844
dma,1975,2.432713633
dnk,1975,2.740864181
dnk,1975,3.196722095
dom,1975,4.100095939
dom,1975,4.021950952
dza,1975,1.000655879
dza,1975,0.98342998
ecu,1975,0.858435498
ecu,1975,0.883363143
egy,1975,0.495136227
egy,1975,0.425109362
eri,1975,0.45310601
eri,1975,0.418120753
esh,1975,1.948329812
esh,1975,1.438532989
esp,1975,1.304488077
esp,1975,1.623778776
eth,1975,1.190128492
eth,1975,1.141507415
fin,1975,0.750345118
fin,1975,0.811563965
fji,1975,2.616515768
fji,1975,2.213297142
flk,1975,7.336108221
flk,1975,14.50832886
fra,1975,10.56667616
fra,1975,10.91874033
fro,1975,5.589605295
fro,1975,6.052649762
fsm,1975,7.972758948
fsm,1975,6.225499603
gab,1975,10.39703513
gab,1975,13.91235965
gbm,1975,45.69863284
gbm,1975,46.10716651
gbr,1975,5.598811393
gbr,1975,5.961023593
gha,1975,3.847594908
gha,1975,3.81504531
gib,1975,35.84697793
gib,1975,35.30370531
gin,1975,0.510697015
gin,1975,0.544022504
glp,1975,6.307762557
glp,1975,9.352832676
gmb,1975,11.63664897
gmb,1975,12.23300057
gnb,1975,1.805418701
gnb,1975,1.539274894
gnq,1975,3.058764229
gnq,1975,2.385739116
grc,1975,1.3648527
grc,1975,1.781228195
grd,1975,3.006330826
grd,1975,2.764002744
grl,1975,17.2851208
grl,1975,17.56692161
gtm,1975,0.615542129
gtm,1975,0.598956284
guf,1975,30.65611264
guf,1975,33.95681978
gum,1975,46.02327532
gum,1975,47.85215629
guy,1975,1.223493695
guy,1975,0.819891815
hkg,1975,42.87031453
hkg,1975,41.68995898
hnd,1975,0.464580485
hnd,1975,0.90155926
hos,1975,100
hos,1975,100
hti,1975,0.235580603
hti,1975,0.24771316
hun,1975,3.814279014
hun,1975,3.446555826
idn,1975,0.706882397
idn,1975,0.51633275
ind,1975,1.459471325
ind,1975,1.277070403
irl,1975,5.395487819
irl,1975,6.563894903
irn,1975,0.471353459
irn,1975,1.412310292
irq,1975,0.592687439
irq,1975,0.490780065
isl,1975,2.421215332
isl,1975,2.526735624
isr,1975,43.06533371
isr,1975,38.01866733
ita,1975,1.824334161
ita,1975,1.969287237
jam,1975,1.222077482
jam,1975,1.08672468
jor,1975,34.88600724
jor,1975,36.41505449
jpn,1975,0.690154025
jpn,1975,0.687039277
ken,1975,1.190628606
ken,1975,0.983255713
khm,1975,0.205007185
khm,1975,0.061767987
kir,1975,1.589821841
kir,1975,2.993661985
kna,1975,6.016396034
kna,1975,6.033224439
kor,1975,0.879213352
kor,1975,1.411690084
kwt,1975,65.98314646
kwt,1975,70.2832302
lao,1975,0.696704956
lao,1975,0.833662031
lbn,1975,7.619008306
lbn,1975,8.667571847
lbr,1975,3.890203016
lbr,1975,4.225732641
lby,1975,9.059124088
lby,1975,10.13901404
lca,1975,2.928432283
lca,1975,2.992100651
lie,1975,34.69072165
lie,1975,36.90244773
lka,1975,6.423912451
lka,1975,4.39528384
lso,1975,0.4329637
lso,1975,0.822233883
lux,1975,19.51715531
lux,1975,23.13583664
mac,1975,42.5971531
mac,1975,47.25392014
mar,1975,0.522849039
mar,1975,0.353300366
mco,1975,64.7875005
mco,1975,66.97856349
mdg,1975,0.714703902
mdg,1975,0.592463302
mdv,1975,1.496733407
mdv,1975,1.407354932
mex,1975,0.381176778
mex,1975,0.427252153
mhl,1975,4.472943384
mhl,1975,4.137231816
mli,1975,2.47043654
mli,1975,2.248365402
mlt,1975,2.663844166
mlt,1975,1.947699351
mmr,1975,0.889566461
mmr,1975,0.560323152
mng,1975,0.343720248
mng,1975,0.330662299
mnp,1975,27.69630716
mnp,1975,28.70904442
moz,1975,0.348691223
moz,1975,0.863453959
mrt,1975,1.968204362
mrt,1975,2.210521416
msr,1975,12.15183424
msr,1975,12.42340301
mtq,1975,4.62652627
mtq,1975,7.04237444
mus,1975,1.143331816
mus,1975,1.002655183
mwi,1975,5.494396979
mwi,1975,4.623199476
mys,1975,5.856688126
mys,1975,5.733522598
myt,1975,8.737584887
myt,1975,10.4589794
nam,1975,6.098768785
nam,1975,6.901322691
ncl,1975,24.90498131
ncl,1975,23.69077481
ner,1975,1.69500117
ner,1975,1.692502033
nga,1975,1.101477611
nga,1975,1.764349482
nic,1975,0.810385804
nic,1975,0.78551548
niu,1975,10.32181168
niu,1975,13.17002882
nld,1975,2.515320499
nld,1975,3.469842135
nor,1975,2.460427339
nor,1975,3.016628317
npl,1975,2.241478413
npl,1975,1.668137472
nru,1975,37.27710161
nru,1975,42.9907791
nzl,1975,15.98571961
nzl,1975,14.94650931
omn,1975,8.214666617
omn,1975,12.29896896
pak,1975,6.421234246
pak,1975,6.067754725
pan,1975,3.061854791
pan,1975,2.455364696
pcn,1975,10.14492754
pcn,1975,7.936507937
per,1975,0.442467693
per,1975,0.386381241
phl,1975,0.38546845
phl,1975,0.279430096
plw,1975,4.155585106
plw,1975,4.745956543
png,1975,1.524370565
png,1975,1.065577665
pol,1975,5.315206114
pol,1975,4.342447732
pri,1975,7.725159929
pri,1975,8.492016318
prk,1975,0.188805575
prk,1975,0.183232073
prt,1975,1.806570692
prt,1975,2.718968209
pry,1975,3.597889369
pry,1975,4.556124617
pse,1975,49.87450759
pse,1975,46.87987958
pyf,1975,9.438628117
pyf,1975,11.92248893
qat,1975,69.62826213
qat,1975,72.09926692
reu,1975,4.933946246
reu,1975,6.42425607
rou,1975,1.125129659
rou,1975,0.906722548
rwa,1975,1.059673168
rwa,1975,1.021630025
sau,1975,12.80893168
sau,1975,19.99586855
sdn,1975,1.839447208
sdn,1975,3.503400324
sen,1975,3.166903109
sen,1975,2.113695783
sgp,1975,23.38041627
sgp,1975,21.84520866
shn,1975,5.387397678
shn,1975,6.054434364
slb,1975,2.221207814
slb,1975,1.87358029
sle,1975,3.198066852
sle,1975,2.85300812
slv,1975,0.731070681
slv,1975,0.637402365
smr,1975,41.113588
smr,1975,38.85853066
som,1975,0.34127363
som,1975,24.95709193
spm,1975,12.06662135
spm,1975,13.16447259
stp,1975,8.401928791
stp,1975,7.107553227
sur,1975,3.807438744
sur,1975,3.231724489
swe,1975,7.055833158
swe,1975,7.518518514
swz,1975,5.365693226
swz,1975,5.59348278
syc,1975,4.830901966
syc,1975,4.803969022
syr,1975,5.695904333
syr,1975,5.548377762
tca,1975,11.55433287
tca,1975,16.29206011
tcd,1975,1.540036348
tcd,1975,1.459734424
tgo,1975,6.070465842
tgo,1975,5.471004877
tha,1975,0.816162603
tha,1975,1.014279127
tkl,1975,10.64372212
tkl,1975,13.1748072
tls,1975,1.331489207
tls,1975,1.325466992
ton,1975,0.957168066
ton,1975,1.796901609
tto,1975,6.037349504
tto,1975,5.686452868
tun,1975,0.668935033
tun,1975,0.588269639
tur,1975,0.350708875
tur,1975,1.698809887
tuv,1975,4.512940564
tuv,1975,4.208043694
tza,1975,3.805986339
tza,1975,2.985692471
uga,1975,7.110538208
uga,1975,5.346407177
ury,1975,4.644065449
ury,1975,4.005344758
usa,1975,6.385584342
usa,1975,7.131430661
ussr,1975,1.246177739
ussr,1975,1.224950977
vct,1975,2.300738664
vct,1975,2.119821174
ven,1975,5.741162859
ven,1975,6.401245746
vgb,1975,33.49542334
vgb,1975,35.4446461
vir,1975,47.08117685
vir,1975,48.83215313
vnm,1975,0.009715621
vnm,1975,0.072961633
vut,1975,3.534468245
vut,1975,2.996884469
wlf,1975,2.29787234
wlf,1975,3.44377772
wsm,1975,2.488462101
wsm,1975,2.804172392
yem,1975,3.090489241
yem,1975,3.094657696
yug,1975,1.007511856
yug,1975,1.318671518
zaf,1975,3.744922032
zaf,1975,3.381921697
zmb,1975,6.064363434
zmb,1975,4.828374141
zwe,1975,7.858067807
zwe,1975,6.463962702
abw,1985,15.32531319
afg,1985,0.456501547
ago,1985,1.166553248
aia,1985,22.13285672
alb,1985,2.123257332
and,1985,68.12737242
ant,1985,15.24508294
are,1985,71.45874575
arg,1985,5.890199592
asm,1985,43.27427572
atg,1985,15.46274562
aus,1985,19.89494566
aut,1985,9.634424795
bdi,1985,7.030516494
bel,1985,8.88155874
ben,1985,1.64267894
bfa,1985,3.546857469
bgd,1985,0.817680046
bgr,1985,0.243805618
bhr,1985,33.14461774
bhs,1985,10.8844906
blz,1985,15.55025228
bmu,1985,25.80661903
bol,1985,0.989571887
bra,1985,0.693768711
brb,1985,7.854380532
brn,1985,27.52160285
btn,1985,4.261487715
bwa,1985,1.726299572
caf,1985,2.249065736
can,1985,15.09352701
chanisl,1985,28.77222667
che,1985,18.59726009
cheslo,1985,0.783605162
chl,1985,0.743940374
chn,1985,0.030756842
civ,1985,15.86542376
cmr,1985,2.356708227
cod,1985,2.309705628
cog,1985,4.694001254
cok,1985,13.68362214
col,1985,0.324472867
com,1985,3.724253801
cpv,1985,2.667885195
cri,1985,4.326125656
cub,1985,0.477188562
cym,1985,41.4958422
cyp,1985,6.374508147
deu,1985,
deu_east,1985,0.615855708
deu_west,1985,7.279890868
dji,1985,16.70337757
dma,1985,2.892198601
dnk,1985,3.828809714
dom,1985,3.969625647
dza,1985,1.306333526
ecu,1985,0.84773636
egy,1985,0.361110172
eri,1985,0.393352205
esh,1985,1.319064347
esp,1985,1.865679051
eth,1985,1.421840318
fin,1985,0.99591898
fji,1985,1.848846922
flk,1985,27.87325456
fra,1985,10.74657697
fro,1985,6.648229846
fsm,1985,4.782968989
gab,1985,13.89496469
gbm,1985,50.22260967
gbr,1985,6.252302335
gha,1985,3.801767616
gib,1985,33.82490468
gin,1985,0.583900004
glp,1985,12.74483567
gmb,1985,12.83714197
gnb,1985,1.372571422
gnq,1985,1.207867851
grc,1985,3.11306533
grd,1985,3.128913647
grl,1985,17.44682452
gtm,1985,1.027881202
guf,1985,41.67187305
gum,1985,50.08705551
