geo,time,Migrant stock (% of population)
ita,2010,9.7131844
civ,2010,10.4073887
jam,2010,0.863729105
jpn,2010,1.676212943
kaz,2010,20.44448453
jor,2010,41.77692181
ken,2010,2.298531555
prk,2010,0.179628943
kor,2010,1.872630337
kwt,2010,61.17187503
kgz,2010,4.236584527
lao,2010,0.338389124
lbn,2010,18.92150063
lso,2010,0.319011472
lva,2010,15.00995686
lbr,2010,2.504528814
lby,2010,10.91655086
lie,2010,61.58892932
ltu,2010,5.148270722
lux,2010,32.12158562
mac,2010,59.57547893
mdg,2010,0.137123538
mwi,2010,1.474100165
mys,2010,8.556379025
mdv,2010,22.13154927
mli,2010,2.219296188
mlt,2010,8.028849887
mtq,2010,15.0941245
mrt,2010,2.357827031
mus,2010,1.990142241
mex,2010,0.817364771
mco,2010,57.35377935
mng,2010,0.59207633
mda,2010,3.860170308
mne,2010,12.62267828
msr,2010,25.78235413
mar,2010,0.220847067
moz,2010,0.882397794
omn,2010,27.72728091
nam,2010,4.668261882
nru,2010,21.06733167
npl,2010,2.153069422
nld,2010,11.01826159
nld_curacao,2010,23.45923241
abw,2010,33.78741498
sxm,2010,79.09433962
ncl,2010,24.82615844
vut,2010,1.265769216
nzl,2010,21.68544621
nic,2010,0.65065892
ner,2010,0.776234211
nga,2010,0.577148809
niu,2010,33.62122147
nor,2010,10.77023036
mnp,2010,44.87189009
fsm,2010,2.707032494
mhl,2010,5.89188983
plw,2010,28.27063996
pak,2010,2.31798117
pan,2010,4.344945154
png,2010,0.37128787
pry,2010,2.581355476
per,2010,0.286195339
phl,2010,0.224206214
pol,2010,1.665385083
prt,2010,7.206771347
gnb,2010,1.2887683
tls,2010,1.038952931
pri,2010,8.220917704
qat,2010,82.49234075
reu,2010,14.81356169
rou,2010,0.768428222
rus,2010,7.819823034
rwa,2010,4.243258648
shn,2010,13.63527438
kna,2010,13.83901284
aia,2010,37.06420686
lca,2010,6.820859428
spm,2010,16.20975454
vct,2010,4.102784588
smr,2010,14.33365917
stp,2010,1.58005618
sau,2010,30.0098321
sen,2010,1.976507918
srb,2010,9.118686449
syc,2010,12.26888409
sle,2010,1.687216992
sgp,2010,42.62277265
svk,2010,2.706155251
vnm,2010,0.069893114
svn,2010,12.36484643
som,2010,0.250424924
zaf,2010,3.764120496
zwe,2010,2.847387525
esp,2010,13.47610287
ssd,2010,2.56456661
sdn,2010,1.601453251
esh,2010,0.87742767
sur,2010,7.664516029
swz,2010,2.554251442
swe,2010,14.76108676
che,2010,26.5011556
syr,2010,8.020626042
tjk,2010,3.668730585
tha,2010,4.834357704
tgo,2010,3.994178553
tkl,2010,37.79735683
ton,2010,4.831308263
tto,2010,3.63121614
are,2010,87.84023393
tun,2010,0.405782618
tur,2010,1.890507724
tkm,2010,3.926600483
tca,2010,35.08856839
tuv,2010,1.567111021
uga,2010,1.5962875
ukr,2010,10.55647586
yug,2010,6.28870713
egy,2010,0.360446632
gbr,2010,12.12529508
chanisl,2010,48.61482739
gbm,2010,51.52205106
tza,2010,0.676034987
usa,2010,14.25848364
vir,2010,53.28345021
bfa,2010,4.311036046
ury,2010,2.260036854
uzb,2010,4.398555806
ven,2010,4.59201169
wlf,2010,20.46443052
wsm,2010,2.753334158
yem,2010,1.211585873
zmb,2010,1.075176259
afg,2015,1.175546927
alb,2015,1.98903641
dza,2015,0.611072023
asm,2015,41.80200943
and,2015,59.7136492
ago,2015,0.42700468
atg,2015,30.58550611
aze,2015,2.709061584
arg,2015,4.805292335
aus,2015,28.21840969
aut,2015,17.46572625
bhs,2015,15.28430309
bhr,2015,51.12678501
bgd,2015,0.883753735
arm,2015,6.335892888
brb,2015,12.12990166
bel,2015,12.28353319
bmu,2015,30.84639701
btn,2015,6.595769395
bol,2015,1.333267442
bih,2015,0.91336484
bwa,2015,7.100334367
bra,2015,0.3433132
blz,2015,14.99080123
slb,2015,0.442947201
vgb,2015,57.46920344
brn,2015,24.27597191
bgr,2015,1.428196392
mmr,2015,0.136014603
bdi,2015,2.565632229
blr,2015,11.40401056
khm,2015,0.474794451
cmr,2015,1.636313704
can,2015,21.80166365
cpv,2015,2.867232018
cym,2015,39.56509414
caf,2015,1.665172192
lka,2015,0.186850018
tcd,2015,3.682771371
chl,2015,2.615513217
chn,2015,0.071076396
col,2015,0.276047227
com,2015,1.592316297
myt,2015,32.07799513
cog,2015,8.505799369
cod,2015,0.706246281
cok,2015,19.92991888
cri,2015,8.771009911
hrv,2015,13.60471399
cub,2015,0.117089665
cyp,2015,16.83403415
cze,2015,3.84222568
ben,2015,2.255540965
dnk,2015,10.09899135
dma,2015,9.246009906
dom,2015,3.947079853
ecu,2015,2.400299101
slv,2015,0.686271613
gnq,2015,1.280974132
eth,2015,1.079526012
eri,2015,0.304928028
est,2015,15.41630922
fro,2015,11.44629557
flk,2015,54.11643128
fji,2015,1.541341374
fin,2015,5.739683257
fra,2015,12.08847938
guf,2015,39.50321288
pyf,2015,10.63006606
dji,2015,12.65412041
gab,2015,15.55585953
geo,2015,4.220248352
gmb,2015,9.670886483
pse,2015,5.473039752
deu,2015,14.8790513
gha,2015,1.457397152
gib,2015,34.34522147
kir,2015,2.80458625
grc,2015,11.34237737
grl,2015,10.69483501
grd,2015,6.606131524
glp,2015,21.02828477
gum,2015,44.78853342
gtm,2015,0.467187672
gin,2015,1.811566559
guy,2015,2.005514382
hti,2015,0.3690482
hos,2015,100
hnd,2015,0.347613516
hkg,2015,38.94993992
hun,2015,4.562465252
isl,2015,11.3901495
ind,2015,0.399752709
idn,2015,0.127675543
irn,2015,3.446397535
irq,2015,0.971576098
irl,2015,15.91693657
isr,2015,24.94690004
ita,2015,9.680767742
civ,2015,9.582598655
jam,2015,0.829367047
jpn,2015,1.614775057
kaz,2015,20.12330509
jor,2015,40.9771116
ken,2015,2.354722885
prk,2015,0.192635219
kor,2015,2.639159354
kwt,2015,73.63955073
kgz,2015,3.440796423
lao,2015,0.327020359
lbn,2015,34.1456803
lso,2015,0.307818842
lva,2015,13.35324026
lbr,2015,2.526491982
lby,2015,12.28244987
lie,2015,62.59625376
ltu,2015,4.726089623
lux,2015,43.96413394
mac,2015,58.32190277
mdg,2015,0.132347777
mwi,2015,1.249811795
mys,2015,8.289348916
mdv,2015,25.87218175
mli,2015,2.063359738
mlt,2015,9.898488069
mtq,2015,15.57192407
mrt,2015,3.396676733
mus,2015,2.24510922
mex,2015,0.939364727
mco,2015,55.76846625
mng,2015,0.595444478
mda,2015,3.512106598
mne,2015,13.19007768
msr,2015,26.36097561
mar,2015,0.257467738
moz,2015,0.796801385
omn,2015,41.08587362
nam,2015,3.818401435
nru,2015,31.0898063
npl,2015,1.817645553
nld,2015,11.69568274
nld_curacao,2015,23.92511593
abw,2015,34.76210186
sxm,2015,70.44779972
ncl,2015,24.43390418
vut,2015,1.204222904
nzl,2015,22.95970035
nic,2015,0.661982706
ner,2015,0.951072208
nga,2015,0.658124088
niu,2015,34.59627329
nor,2015,14.23561116
mnp,2015,39.30996913
fsm,2015,2.638330461
mhl,2015,6.197044893
plw,2015,26.60278991
pak,2015,1.920846061
pan,2015,4.701027527
png,2015,0.338376609
pry,2015,2.356666686
per,2015,0.289645141
phl,2015,0.210390539
pol,2015,1.604180837
prt,2015,8.089593589
gnb,2015,1.210903718
tls,2015,0.914442949
pri,2015,7.465496392
qat,2015,75.49762789
reu,2015,14.77192233
rou,2015,1.163134803
rus,2015,8.11621786
rwa,2015,3.803080984
shn,2015,15.24867458
kna,2015,13.39343554
aia,2015,37.42986178
lca,2015,6.903280558
spm,2015,15.68066158
vct,2015,4.181359741
smr,2015,14.84220132
stp,2015,1.25772286
sau,2015,32.29494249
sen,2015,1.739951417
srb,2015,9.122622084
syc,2015,13.25890682
sle,2015,1.413457295
sgp,2015,45.39179191
svk,2015,3.265417899
vnm,2015,0.077897131
svn,2015,11.41296409
som,2015,0.234455884
zaf,2015,5.767090449
zwe,2015,2.556382525
esp,2015,12.69023719
ssd,2015,6.67856204
sdn,2015,1.251344542
esh,2015,0.90456562
sur,2015,8.625811501
swz,2015,2.453747951
swe,2015,16.76755875
che,2015,29.38668554
syr,2015,4.730134388
tjk,2015,3.242910896
tha,2015,5.758232652
tgo,2015,3.79000676
tkl,2015,38.96
ton,2015,5.397946689
tto,2015,3.66763033
are,2015,88.40404837
tun,2015,0.503849717
tur,2015,3.769001103
tkm,2015,3.654711583
tca,2015,34.03710067
tuv,2015,1.421944332
uga,2015,1.920126168
ukr,2015,10.78646116
yug,2015,6.289774173
egy,2015,0.537267287
gbr,2015,13.20097825
chanisl,2015,50.28162647
gbm,2015,51.51629073
tza,2015,0.48853553
usa,2015,14.49065352
vir,2015,53.36387841
bfa,2015,3.892039853
ury,2015,2.092316749
uzb,2015,3.91690324
ven,2015,4.514736572
wlf,2015,21.66375181
wsm,2015,2.550872544
yem,2015,1.282529228
zmb,2015,0.78902565
