"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","fertility_rate"
"dnk",2002,5369058,41947,39.2,1.72
"dom",2002,8832286,8307,46.7352941176,2.84
"dza",2002,31990387,10634,42.48379,2.41
"ecu",2002,13072056,7753,45.1283941176,2.98
"egy",2002,70908710,8013,37.4450332966,3.18
"eri",2002,3788532,1491,40,5.77
"eri_a_eth",2002,72376394,,40,
"est",2002,1382735,16974,38.12853,1.38
"eth",2002,70391170,647,47.06577,6.22
"fin",2002,5200632,35834,27.4,1.72
"fji",2002,815691,6745,43.1875,3
"flk",2002,2947,,40,
"fra",2002,60075783,35333,37.2396329942,1.87
"fro",2002,47452,,40,
"fsm",2002,106983,3256,40,4.11
"gab",2002,1289192,17126,43.8729044,4.49
"gbg",2002,64582,,40,
"gbm",2002,78318,,40,
"geo",2002,4629853,3664,48.91344,1.59
"gha",2002,19788181,2350,41.51118,4.57
"gib",2002,27903,,40,
"gin",2002,9114287,1200,42.93779375,5.79
"glp",2002,440202,,40,2.07
"gmb",2002,1307674,1506,44.4376181818,5.87
"gnb",2002,1372367,1287,35.58081,5.69
"gnq",2002,567664,21586,40,5.68
"grc",2002,11011490,26625,33,1.28
"grd",2002,102100,9734,40,2.46
"grl",2002,56525,20426,40,2.57
"gtm",2002,12272208,6389,59.19,4.63
"guf",2002,178785,,40,3.7
"gum",2002,157241,,40,2.76
"guy",2002,743107,5197,43.24,2.65
"hkg",2002,6854755,34366,52.66,0.92
"hnd",2002,6499001,3563,58.76,3.78
"hos",2002,792,,40,
"hrv",2002,4396765,16977,39.32527,1.39
"hti",2002,8834739,1657,50.11135,4.07
"hun",2002,10168101,19292,29.2208,1.29
"idn",2002,217369087,6186,50,2.47
"ind",2002,1090189358,2684,47.3951125139,3.02
"irl",2002,3968213,44423,45.2131483249,1.97
"irn",2002,67696677,12712,45.6,1.99
"irq",2002,24943793,10567,39.3621,4.8
"isl",2002,286865,34252,40,2
"isr",2002,6240215,24650,50.76,2.91
"ita",2002,57655677,36729,36.71773,1.25
"jam",2002,2634779,8349,43.24268,2.55
"jey",2002,89764,,40,
"jor",2002,4938935,8160,43.45407,3.89
"jpn",2002,126249509,32248,33.2731950357,1.3
"kaz",2002,15010919,12116,37.10789,2
"ken",2002,32691980,2120,51.14705,4.99
"kgz",2002,5027919,2144,35.91918,2.54
"khm",2002,12681984,1516,44.6571294118,3.5
"kir",2002,87343,1763,40,3.63
"kna",2002,,19801,40,
"kor",2002,46769579,23008,37.2,1.25
"korea_union",2002,70163775,,,
"kos",2002,2516714,5853,40,
"kwt",2002,2042215,72630,40,2.72
"lao",2002,5502340,2533,41.58851,3.83
"lbn",2002,3522842,12199,40.1672473868,2.04
"lbr",2002,3070673,718,40,5.72
"lby",2002,5518341,21390,40,2.93
"lca",2002,,9413,40,2.15
"lie",2002,33995,,40,
"lso",2002,1885488,1680,58.5,3.86
"ltu",2002,3432663,14268,41.6515,1.29
"lux",2002,443729,83876,41.6870181818,1.67
"lva",2002,2316731,12782,42.16743,1.25
"mac",2002,444178,43688,40,0.86
"mar",2002,29535591,4815,46.03109,2.54
"mco",2002,32648,51060,40,
"mda",2002,4176647,2676,43.6,1.51
"mdg",2002,16736029,1259,45.66204,5.34
"mdv",2002,290147,7540,40,2.87
"mex",2002,105578297,14243,46.76,2.57
"mhl",2002,52161,3174,40,
"mkd",2002,2028706,8314,41.42,1.6
"mli",2002,11723017,1397,39.497554,6.81
"mlt",2002,391148,25191,40,1.46
"mmr",2002,48689952,2196,44.27483,2.29
"mne",2002,613543,10019,40,1.79
"mng",2002,2443503,4925,42.3020647059,2.09
"mnp",2002,68499,,40,
"moz",2002,19348715,671,52.6767342857,5.74
"mrt",2002,2884672,2646,43.8302411765,5.26
"msr",2002,4377,,40,
"mtq",2002,392601,,40,1.96
"mus",2002,1201931,11711,40.9960637,1.93
"mwi",2002,11788731,580,43.052595,6.12
"mys",2002,24401977,15950,48.89753,2.54
"myt",2002,161205,,40,4.49
"nam",2002,1957749,6279,65.7963636364,3.85
"ncl",2002,217701,,40,2.29
"ner",2002,12075991,798,45.50151,7.68
"nfk",2002,1919,,40,
"nga",2002,129246283,2922,51.15548,6.06
"ngokar",2002,,,40,
"nic",2002,5171736,3452,45.7710647059,3.05
"niu",2002,1800,,40,
"nld",2002,16076427,41848,32.0505047549,1.73
"nor",2002,4537240,60152,30.5029422,1.75
"npl",2002,24516969,1591,52.515178876,3.78
"nru",2002,10073,7257,40,
"nzl",2002,3961695,29637,37.3960086811,1.95
"omn",2002,2323203,44628,40,3.3
"pak",2002,144271586,3405,40.68571,4.13
"pan",2002,3144728,9836,57.55,2.78
"pcn",2002,55,,40,
"per",2002,26601463,6693,50.55,2.82
"phl",2002,81294378,4340,49.6,3.71
"plw",2002,19575,14242,40,
"png",2002,5653284,1758,50.30525,4.39
"pol",2002,38454823,14964,34.5,1.28
"pri",2002,3794756,36192,55.8,1.83
"prk",2002,23248053,1375,40,2
"prt",2002,10362028,26526,44.90859,1.45
"pry",2002,5508615,5742,57.7,3.51
"pyf",2002,245032,,40,2.37
"qat",2002,634388,117133,40,3
"reu",2002,760237,,40,2.43
"rou",2002,21851988,11429,33.40205,1.27
"rus",2002,145195521,14629,40.0111151207,1.29
"rwa",2002,8539029,880,52.0366666667,5.67
"sau",2002,,34875,40,3.63
"shn",2002,,,40,
"slv",2002,5874301,6469,47.3235294118,2.68
"smr",2002,,51953,40,
"spm",2002,,,40,
"stp",2002,,2191,40,4.63
"tcd",2002,9002102,1120,40.01295,7.27
"vct",2002,,8168,40,2.27
"vgb",2002,21530,,40,
"wsm",2002,,4773,40,4.46
