"geo","time","pop","gdp","gini","u5mr"
"kwt",2058,,,,4.41930318929
"lao",2058,,,,11.9776599283
"lbn",2058,,,,4.25815286917
"lbr",2058,,,,22.6716091147
"lby",2058,,,,9.44836441293
"lca",2058,,,,5.82746928712
"lka",2058,,,,3.71950711743
"lso",2058,,,,18.6098142858
"ltu",2058,,,,2.7205500777
"lux",2058,,,,0.805022359499
"lva",2058,,,,4.22025759646
"mac",2058,,,,1.058
"mar",2058,,,,8.01357860392
"mda",2058,,,,7.22802767826
"mdg",2058,,,,9.58040585536
"mdv",2058,,,,3.46076351239
"mex",2058,,,,8.85422584082
"mkd",2058,,,,3.7241346034
"mli",2058,,,,18.8664717605
"mlt",2058,,,,2.08065219334
"mmr",2058,,,,28.3882315882
"mne",2058,,,,4.56839503999
"mng",2058,,,,2.35435688041
"moz",2058,,,,31.3189803322
"mrt",2058,,,,48.5175494482
"mtq",2058,,,,2.069
"mus",2058,,,,5.23071848935
"mwi",2058,,,,33.353064364
"mys",2058,,,,5.41822742216
"myt",2058,,,,1.626
"nam",2058,,,,12.9398196167
"ncl",2058,,,,5.635
"ner",2058,,,,23.888307956
"nga",2058,,,,45.0219688158
"nic",2058,,,,5.94370499759
"nld",2058,,,,1.39439681586
"nor",2058,,,,1.24127181807
"npl",2058,,,,11.1654801491
"nzl",2058,,,,2.12229825872
"omn",2058,,,,3.78947190854
"pak",2058,,,,31.0306962932
"pan",2058,,,,7.45079052164
"per",2058,,,,7.15656968326
"phl",2058,,,,12.3934158492
"png",2058,,,,32.0190521635
"pol",2058,,,,2.62262820173
"pri",2058,,,,3.115
"prk",2058,,,,6.49523734912
"prt",2058,,,,1.17600686997
"pry",2058,,,,15.5618974921
"pse",2058,,,,10.2332486088
"pyf",2058,,,,2.584
"qat",2058,,,,3.56050459338
"reu",2058,,,,1.638
"rou",2058,,,,5.75301557579
"rus",2058,,,,5.4214703111
"rwa",2058,,,,23.0639890088
"sau",2058,,,,6.59158903059
"sdn",2058,,,,27.8404428803
"sen",2058,,,,7.51743274097
"sgp",2058,,,,0.879816103052
"slb",2058,,,,8.94864714809
"sle",2058,,,,51.0647946452
"slv",2058,,,,5.32518974047
"som",2058,,,,39.0983546794
"srb",2058,,,,6.9689147682
"ssd",2058,,,,43.2231880807
"stp",2058,,,,33.6839632248
"sur",2058,,,,9.29910036047
"svk",2058,,,,5.15415339625
"svn",2058,,,,1.72028786696
"swe",2058,,,,1.49767252199
"swz",2058,,,,22.175406722
"syc",2058,,,,4.82061871092
"syr",2058,,,,4.7814874625
"tcd",2058,,,,62.8350211659
"tgo",2058,,,,17.1770553946
"tha",2058,,,,4.54891132979
"tjk",2058,,,,17.9220518515
"tkm",2058,,,,30.4110783679
"tls",2058,,,,13.3182494243
"ton",2058,,,,8.56886538225
"tto",2058,,,,12.1447785739
"tun",2058,,,,8.62664286353
"tur",2058,,,,4.66162660176
"tza",2058,,,,21.1287572112
"uga",2058,,,,36.325679587
"ukr",2058,,,,6.69839081729
"ury",2058,,,,5.93565101291
"usa",2058,,,,2.98299094928
"uzb",2058,,,,31.3820737572
"vct",2058,,,,11.7701218526
"ven",2058,,,,5.55265852142
"vir",2058,,,,4.975
"vnm",2058,,,,10.2471256978
"vut",2058,,,,6.19363122485
"wsm",2058,,,,6.9342838905
"yem",2058,,,,29.5282769876
"zaf",2058,,,,20.1018012678
"zmb",2058,,,,24.7678128857
"zwe",2058,,,,23.5884704806
"abw",2059,,,,8.822
"afg",2059,,,,34.1076381547
"ago",2059,,,,41.6417750557
"alb",2059,,,,7.53733486624
"are",2059,,,,1.90839854081
"arg",2059,,,,5.74637161454
"arm",2059,,,,8.26776449952
"atg",2059,,,,3.60870822194
"aus",2059,,,,1.62647025866
"aut",2059,,,,1.23566711798
"aze",2059,,,,16.5239650296
"bdi",2059,,,,42.0724384804
"bel",2059,,,,1.48288158095
"ben",2059,,,,51.86947685
"bfa",2059,,,,31.4969799581
"bgd",2059,,,,10.9338749265
"bgr",2059,,,,6.23798272717
"bhr",2059,,,,3.85252119568
"bhs",2059,,,,4.42514299743
"bih",2059,,,,4.20420076489
"blr",2059,,,,2.10429283426
"blz",2059,,,,7.20406870432
"bol",2059,,,,15.303947957
"bra",2059,,,,5.9381489863
"brb",2059,,,,2.97138800937
"brn",2059,,,,1.52540348121
"btn",2059,,,,9.15946117444
"bwa",2059,,,,12.0061566508
"caf",2059,,,,32.9985797764
"can",2059,,,,1.93943501663
"chanisl",2059,,,,4.406
"che",2059,,,,1.44010624257
"chl",2059,,,,1.97073744989
"chn",2059,,,,3.06802368075
"civ",2059,,,,20.6818135666
"cmr",2059,,,,36.1577309535
"cod",2059,,,,34.3175900719
"cog",2059,,,,22.0100931425
"col",2059,,,,6.31113002872
"com",2059,,,,26.2954116265
"cpv",2059,,,,7.24518679229
"cri",2059,,,,3.35152085559
"cub",2059,,,,2.15275997889
"cyp",2059,,,,1.95008054943
"cze",2059,,,,1.35523785868
"deu",2059,,,,1.30310059462
"dji",2059,,,,36.609886154
"dnk",2059,,,,2.24170612823
"dom",2059,,,,9.76199094339
"dza",2059,,,,9.17308991495
"ecu",2059,,,,7.05048358369
"egy",2059,,,,8.10749046311
"eri",2059,,,,11.6820965632
"esh",2059,,,,11.129
"esp",2059,,,,1.54275157497
"est",2059,,,,2.57482495474
"eth",2059,,,,21.1408555661
"fin",2059,,,,1.11611447345
"fji",2059,,,,4.63289281825
"fra",2059,,,,1.50009005529
"fsm",2059,,,,16.6932491695
"gab",2059,,,,19.4667814242
"gbr",2059,,,,2.14028665674
"geo",2059,,,,7.21249213813
"gha",2059,,,,38.7945181328
"gin",2059,,,,15.5744608324
"glp",2059,,,,1.998
"gmb",2059,,,,42.0954464039
"gnb",2059,,,,69.9515465117
"gnq",2059,,,,27.6133551031
"grc",2059,,,,1.6035418626
"grd",2059,,,,3.77077881219
"gtm",2059,,,,8.99888758451
"guf",2059,,,,4.032
"gum",2059,,,,3.862
"guy",2059,,,,21.3813793528
"hkg",2059,,,,0.923
"hnd",2059,,,,11.275267537
"hrv",2059,,,,2.18081244181
"hti",2059,,,,24.1034984647
"hun",2059,,,,4.68706039367
"idn",2059,,,,10.5901601671
"ind",2059,,,,10.8214702193
"irl",2059,,,,1.46378940448
"irn",2059,,,,6.9676915081
"irq",2059,,,,13.2557467253
"isl",2059,,,,1.18111058754
"isr",2059,,,,1.53034818347
"ita",2059,,,,1.14191016611
"jam",2059,,,,7.97423551222
"jor",2059,,,,5.9296161048
"jpn",2059,,,,0.992090981062
"kaz",2059,,,,6.46783543905
"ken",2059,,,,22.9165838187
"kgz",2059,,,,8.68784505526
"khm",2059,,,,1.55144794906
"kir",2059,,,,25.3058005221
"kor",2059,,,,0.253631889537
"kwt",2059,,,,4.34356101854
"lao",2059,,,,11.7292359686
"lbn",2059,,,,4.18956366267
"lbr",2059,,,,22.1808728298
"lby",2059,,,,9.3248881544
"lca",2059,,,,5.74474075045
"lka",2059,,,,3.65573785559
"lso",2059,,,,18.2650939866
"ltu",2059,,,,2.70619834633
"lux",2059,,,,0.796166227931
"lva",2059,,,,4.18604699671
"mac",2059,,,,1.035
"mar",2059,,,,7.89838961779
"mda",2059,,,,7.13986835086
"mdg",2059,,,,9.37069318577
"mdv",2059,,,,3.42893125243
"mex",2059,,,,8.6911582019
"mkd",2059,,,,3.67109504648
"mli",2059,,,,18.3047143257
"mlt",2059,,,,2.04937888654
"mmr",2059,,,,27.9382105119
"mne",2059,,,,4.55273308999
"mng",2059,,,,2.31242710515
"moz",2059,,,,30.8175693639
"mrt",2059,,,,47.8114900385
"mtq",2059,,,,2.027
"mus",2059,,,,5.12766094628
"mwi",2059,,,,32.9776576425
"mys",2059,,,,5.31908415968
"myt",2059,,,,1.604
"nam",2059,,,,12.6822028835
"ncl",2059,,,,5.543
"ner",2059,,,,23.4310433317
"nga",2059,,,,43.8031648619
"nic",2059,,,,5.84778353365
"nld",2059,,,,1.36067740495
"nor",2059,,,,1.2259237894
"npl",2059,,,,11.0059732899
"nzl",2059,,,,2.08277687588
"omn",2059,,,,3.74580182028
"pak",2059,,,,30.2879615626
"pan",2059,,,,7.3412606795
"per",2059,,,,7.01613162227
"phl",2059,,,,12.1096648544
"png",2059,,,,31.5630574217
"pol",2059,,,,2.5929716446
"pri",2059,,,,3.067
"prk",2059,,,,6.24798963422
"prt",2059,,,,1.15850950855
"pry",2059,,,,15.2915358761
"pse",2059,,,,10.0709619014
"pyf",2059,,,,2.546
"qat",2059,,,,3.51870027256
"reu",2059,,,,1.615
"rou",2059,,,,5.65111802964
"rus",2059,,,,5.38085633655
"rwa",2059,,,,22.6430207924
"sau",2059,,,,6.51072369301
"sdn",2059,,,,27.2029056204
"sen",2059,,,,7.34333007932
"sgp",2059,,,,0.867455978999
"slb",2059,,,,8.78172272443
"sle",2059,,,,50.1350496172
"slv",2059,,,,5.23876038624
"som",2059,,,,38.0516779816
"srb",2059,,,,6.93685798924
"ssd",2059,,,,42.4037613533
"stp",2059,,,,33.2906029317
"sur",2059,,,,9.16802373158
"svk",2059,,,,5.1494837216
"svn",2059,,,,1.69444422167
"swe",2059,,,,1.47775666399
"swz",2059,,,,21.7215363259
"syc",2059,,,,4.76144408404
"syr",2059,,,,4.6827914287
"tcd",2059,,,,61.0818154126
"tgo",2059,,,,16.726939842
"tha",2059,,,,4.46700430607
"tjk",2059,,,,17.580592016
"tkm",2059,,,,29.8155929826
"tls",2059,,,,12.8854458754
"ton",2059,,,,8.43980716458
"tto",2059,,,,11.9342654175
"tun",2059,,,,8.52897123776
"tur",2059,,,,4.58364037672
"tza",2059,,,,20.8483813763
"uga",2059,,,,35.6131456624
"ukr",2059,,,,6.63635014943
"ury",2059,,,,5.85519932069
"usa",2059,,,,2.94253357948
"uzb",2059,,,,30.7383257585
"vct",2059,,,,11.5974581098
"ven",2059,,,,5.46757082287
"vir",2059,,,,4.905
"vnm",2059,,,,10.0902203573
"vut",2059,,,,6.09098157824
"wsm",2059,,,,6.84646050126
"yem",2059,,,,28.8648621842
"zaf",2059,,,,19.800315833
"zmb",2059,,,,24.4223788119
"zwe",2059,,,,23.3046621714
"abw",2060,,,,8.725
"afg",2060,,,,33.4398578234
"ago",2060,,,,40.5214161731
"alb",2060,,,,7.39962127008
"are",2060,,,,1.88115928829
"arg",2060,,,,5.65179396633
"arm",2060,,,,8.14236494875
"atg",2060,,,,3.5370865674
"aus",2060,,,,1.59934627578
"aut",2060,,,,1.21833118024
"aze",2060,,,,16.163900585
"bdi",2060,,,,41.0163313049
"bel",2060,,,,1.46317551343
"ben",2060,,,,50.9031906312
"bfa",2060,,,,30.7039476587
"bgd",2060,,,,10.7297217579
"bgr",2060,,,,6.17459336563
"bhr",2060,,,,3.80820461199
"bhs",2060,,,,4.35480847641
"bih",2060,,,,4.15329441186
"blr",2060,,,,2.07145723498
"blz",2060,,,,7.06823050313
"bol",2060,,,,15.0104045918
"bra",2060,,,,5.82557263489
"brb",2060,,,,2.91779268188
"brn",2060,,,,1.48756710243
"btn",2060,,,,8.95169827174
"bwa",2060,,,,11.8122198188
"caf",2060,,,,32.036946844
"can",2060,,,,1.90857379309
"chanisl",2060,,,,4.341
"che",2060,,,,1.41657829851
"chl",2060,,,,1.92973219399
"chn",2060,,,,2.99506939014
"civ",2060,,,,19.6907556656
"cmr",2060,,,,35.3317054682
"cod",2060,,,,33.6143073911
"cog",2060,,,,21.7232286397
"col",2060,,,,6.19799730347
"com",2060,,,,25.7123737831
"cpv",2060,,,,7.1093338029
"cri",2060,,,,3.30050836159
"cub",2060,,,,2.1119617051
"cyp",2060,,,,1.9224416125
"cze",2060,,,,1.34084231238
"deu",2060,,,,1.28480132537
"dji",2060,,,,35.8568330434
"dnk",2060,,,,2.21426066623
"dom",2060,,,,9.62216105019
"dza",2060,,,,9.01257497127
"ecu",2060,,,,6.90512209605
"egy",2060,,,,8.04289290487
"eri",2060,,,,11.4295050261
"esh",2060,,,,10.897
"esp",2060,,,,1.52135575021
"est",2060,,,,2.55297795512
"eth",2060,,,,20.7529876146
"fin",2060,,,,1.10361706764
"fji",2060,,,,4.54996700962
"fra",2060,,,,1.47863233018
"fsm",2060,,,,16.3923852025
"gab",2060,,,,19.1935634393
"gbr",2060,,,,2.11971639597
"geo",2060,,,,7.09746581475
"gha",2060,,,,38.0813487523
"gin",2060,,,,15.0432901823
"glp",2060,,,,1.964
"gmb",2060,,,,41.4409075011
"gnb",2060,,,,68.6009714963
"gnq",2060,,,,27.0464682884
"grc",2060,,,,1.58365841135
"grd",2060,,,,3.71198623353
"gtm",2060,,,,8.83065681381
"guf",2060,,,,3.955
"gum",2060,,,,3.791
"guy",2060,,,,21.0257184566
"hkg",2060,,,,0.908
"hnd",2060,,,,11.0633012206
"hrv",2060,,,,2.15590594978
"hti",2060,,,,23.5804035079
"hun",2060,,,,4.68706039367
"idn",2060,,,,10.3060739414
"ind",2060,,,,10.5986812011
"irl",2060,,,,1.45052529337
"irn",2060,,,,6.8839986954
"irq",2060,,,,12.9680629451
"isl",2060,,,,1.16628493163
"isr",2060,,,,1.50539142901
"ita",2060,,,,1.12953947264
"jam",2060,,,,7.85165422199
"jor",2060,,,,5.80139278682
"jpn",2060,,,,0.973483154171
"kaz",2060,,,,6.36986492152
"ken",2060,,,,22.5340123323
"kgz",2060,,,,8.55097432391
"khm",2060,,,,1.50398185506
"kir",2060,,,,24.8392690041
"kor",2060,,,,0.246722046393
"kwt",2060,,,,4.27185843023
"lao",2060,,,,11.4882753897
"lbn",2060,,,,4.12322328261
"lbr",2060,,,,21.7237346722
"lby",2060,,,,9.21599570593
"lca",2060,,,,5.6637913221
"lka",2060,,,,3.59526700384
"lso",2060,,,,17.9254555591
"ltu",2060,,,,2.69184661496
"lux",2060,,,,0.787310096364
"lva",2060,,,,4.15373698584
"mac",2060,,,,1.014
"mar",2060,,,,7.78816567417
"mda",2060,,,,7.05793203481
"mdg",2060,,,,9.16771440924
"mdv",2060,,,,3.39809375059
"mex",2060,,,,8.53156008722
"mkd",2060,,,,3.61900262451
"mli",2060,,,,17.7743399879
"mlt",2060,,,,2.01908287057
"mmr",2060,,,,27.4912647504
"mne",2060,,,,4.53707113999
"mng",2060,,,,2.28936572877
"moz",2060,,,,30.3576831136
"mrt",2060,,,,47.1250721059
"mtq",2060,,,,1.986
"mus",2060,,,,5.02898883057
"mwi",2060,,,,32.6130894353
"mys",2060,,,,5.21801578531
"myt",2060,,,,1.582
"nam",2060,,,,12.432392718
"ncl",2060,,,,5.453
"ner",2060,,,,22.9928732741
"nga",2060,,,,42.5833772083
"nic",2060,,,,5.75100562807
"nld",2060,,,,1.32695799404
"nor",2060,,,,1.21153501253
"npl",2060,,,,10.8484602663
"nzl",2060,,,,2.04523156218
"omn",2060,,,,3.70431523644
"pak",2060,,,,29.5562377242
"pan",2060,,,,7.23449209389
"per",2060,,,,6.87569356128
"phl",2060,,,,11.8318253386
"png",2060,,,,31.1137544266
"pol",2060,,,,2.56430363938
"pri",2060,,,,3.02
"prk",2060,,,,6.01071158524
"prt",2060,,,,1.14101214713
"pry",2060,,,,15.025078399
"pse",2060,,,,9.91377854952
"pyf",2060,,,,2.509
"qat",2060,,,,3.47791556931
"reu",2060,,,,1.591
"rou",2060,,,,5.55161807282
"rus",2060,,,,5.34222353148
"rwa",2060,,,,22.2374807305
"sau",2060,,,,6.42773032022
"sdn",2060,,,,26.5683290599
"sen",2060,,,,7.17322977772
"sgp",2060,,,,0.855095854946
"slb",2060,,,,8.62068345673
"sle",2060,,,,49.2392528765
"slv",2060,,,,5.15640788834
"som",2060,,,,37.0399487528
"srb",2060,,,,6.90480121029
"ssd",2060,,,,41.6335840583
"stp",2060,,,,32.9038776314
"sur",2060,,,,9.0411415548
"svk",2060,,,,5.14481404695
"svn",2060,,,,1.66972421313
"swe",2060,,,,1.45883659888
"swz",2060,,,,21.2785120974
"syc",2060,,,,4.70332614693
"syr",2060,,,,4.59271932019
"tcd",2060,,,,59.3212032379
"tgo",2060,,,,16.2899442494
"tha",2060,,,,4.38816879574
"tjk",2060,,,,17.2455575
"tkm",2060,,,,29.2190480148
"tls",2060,,,,12.4563653677
"ton",2060,,,,8.31525097776
"tto",2060,,,,11.732905007
"tun",2060,,,,8.43536926306
"tur",2060,,,,4.50760380731
"tza",2060,,,,20.5822275041
"uga",2060,,,,34.9525555739
"ukr",2060,,,,6.5783121053
"ury",2060,,,,5.77755408286
"usa",2060,,,,2.90404973991
"uzb",2060,,,,30.1035543254
"vct",2060,,,,11.4273150056
"ven",2060,,,,5.38797265326
"vir",2060,,,,4.836
"vnm",2060,,,,9.93880121752
"vut",2060,,,,5.98571665402
"wsm",2060,,,,6.76114635171
"yem",2060,,,,28.216189932
"zaf",2060,,,,19.501949213
"zmb",2060,,,,24.080740717
"zwe",2060,,,,23.0322823846
"abw",2061,,,,8.631
"afg",2061,,,,32.798475836
"ago",2061,,,,39.4479601505
"alb",2061,,,,7.2661668573
"are",2061,,,,1.85557089955
"arg",2061,,,,5.55929494776
"arm",2061,,,,8.02188302741
"atg",2061,,,,3.46751124586
"aus",2061,,,,1.57222229291
"aut",2061,,,,1.20195835015
"aze",2061,,,,15.816533627
"bdi",2061,,,,39.9808894603
"bel",2061,,,,1.44445474928
"ben",2061,,,,49.9591178887
"bfa",2061,,,,29.9496240699
"bgd",2061,,,,10.5316627137
"bgr",2061,,,,6.11237788114
"bhr",2061,,,,3.76489522338
"bhs",2061,,,,4.28786357085
"bih",2061,,,,4.10460137852
"blr",2061,,,,2.03862163569
"blz",2061,,,,6.9335533122
"bol",2061,,,,14.7270152425
"bra",2061,,,,5.71603888758
"brb",2061,,,,2.86735002071
"brn",2061,,,,1.45105831589
"btn",2061,,,,8.75188801604
"bwa",2061,,,,11.6329504783
"caf",2061,,,,31.1637064337
"can",2061,,,,1.87964139603
"chanisl",2061,,,,4.278
"che",2061,,,,1.39403068546
"chl",2061,,,,1.89059081337
"chn",2061,,,,2.9260585747
"civ",2061,,,,18.7402673862
"cmr",2061,,,,34.5670664923
"cod",2061,,,,32.9430831801
"cog",2061,,,,21.4415957084
"col",2061,,,,6.08737863877
"com",2061,,,,25.1414825614
"cpv",2061,,,,6.97807044153
"cri",2061,,,,3.25241086725
"cub",2061,,,,2.07203147968
"cyp",2061,,,,1.89377901125
"cze",2061,,,,1.32747501939
"deu",2061,,,,1.26746517555
"dji",2061,,,,35.1267898889
"dnk",2061,,,,2.18681520424
"dom",2061,,,,9.482331157
"dza",2061,,,,8.85997273609
"ecu",2061,,,,6.76337207394
"egy",2061,,,,7.97630772946
"eri",2061,,,,11.1884425634
"esh",2061,,,,10.675
"esp",2061,,,,1.49995992544
"est",2061,,,,2.53009062219
"eth",2061,,,,20.3866678827
"fin",2061,,,,1.09111966182
"fji",2061,,,,4.47329975258
"fra",2061,,,,1.45814995622
"fsm",2061,,,,16.1018634343
"gab",2061,,,,18.9203454544
"gbr",2061,,,,2.10012567142
"geo",2061,,,,6.98699498933
"gha",2061,,,,37.3766067796
"gin",2061,,,,14.5441551161
"glp",2061,,,,1.931
"gmb",2061,,,,40.8117126972
"gnb",2061,,,,67.2426025608
"gnq",2061,,,,26.48753778
"grc",2061,,,,1.5637749601
"grd",2061,,,,3.65641516603
"gtm",2061,,,,8.6682606363
"guf",2061,,,,3.88
"gum",2061,,,,3.722
"guy",2061,,,,20.6750248913
"hkg",2061,,,,0.894
"hnd",2061,,,,10.8571995848
"hrv",2061,,,,2.13199571744
"hti",2061,,,,23.0689094473
"hun",2061,,,,4.68706039367
"idn",2061,,,,10.0353202823
"ind",2061,,,,10.3900696659
"irl",2061,,,,1.43631374576
"irn",2061,,,,6.80348409078
"irq",2061,,,,12.6899332389
"isl",2061,,,,1.15145927571
"isr",2061,,,,1.48043467455
"ita",2061,,,,1.11812037098
"jam",2061,,,,7.7312234807
"jor",2061,,,,5.67696867826
"jpn",2061,,,,0.954875327281
"kaz",2061,,,,6.27634760933
"ken",2061,,,,22.1587979899
"kgz",2061,,,,8.42198104473
"khm",2061,,,,1.45918239554
"kir",2061,,,,24.37677672
"kor",2061,,,,0.24021866461
"kwt",2061,,,,4.20318552875
"lao",2061,,,,11.256910586
"lbn",2061,,,,4.05800731577
"lbr",2061,,,,21.3012127671
"lby",2061,,,,9.11877030551
"lca",2061,,,,5.58462100206
"lka",2061,,,,3.53699509216
"lso",2061,,,,17.5892050461
"ltu",2061,,,,2.67749488359
"lux",2061,,,,0.779339577953
"lva",2061,,,,4.12142697497
"mac",2061,,,,0.993
"mar",2061,,,,7.68092075605
"mda",2061,,,,6.98325589866
"mdg",2061,,,,8.96762158687
"mdv",2061,,,,3.369245765
"mex",2061,,,,8.37427498869
"mkd",2061,,,,3.56691020254
"mli",2061,,,,17.2648877147
"mlt",2061,,,,1.98976414544
"mmr",2061,,,,27.0473943038
"mne",2061,,,,4.52238806187
"mng",2061,,,,2.2820280181
"moz",2061,,,,29.9320547554
"mrt",2061,,,,46.4541606024
"mtq",2061,,,,1.947
"mus",2061,,,,4.93470214223
"mwi",2061,,,,32.2593597423
"mys",2061,,,,5.11694741094
"myt",2061,,,,1.562
"nam",2061,,,,12.1955934986
"ncl",2061,,,,5.365
"ner",2061,,,,22.5687728973
"nga",2061,,,,41.3655569541
"nic",2061,,,,5.65508416413
"nld",2061,,,,1.29323858313
"nor",2061,,,,1.19714623566
"npl",2061,,,,10.6939379964
"nzl",2061,,,,2.00867428305
"omn",2061,,,,3.66282865259
"pak",2061,,,,28.835524778
"pan",2061,,,,7.13140518365
"per",2061,,,,6.73429359577
"phl",2061,,,,11.5589120553
"png",2061,,,,30.6740110697
"pol",2061,,,,2.53563563416
"pri",2061,,,,2.974
"prk",2061,,,,5.78539713537
"prt",2061,,,,1.12443569947
"pry",2061,,,,14.7605729913
"pse",2061,,,,9.75965721101
"pyf",2061,,,,2.472
"qat",2061,,,,3.43713086606
"reu",2061,,,,1.569
"rou",2061,,,,5.45331691066
"rus",2061,,,,5.30656248065
"rwa",2061,,,,21.8550829004
"sau",2061,,,,6.34580096504
"sdn",2061,,,,25.9495428959
"sen",2061,,,,7.00713183615
"sgp",2061,,,,0.843859378534
"slb",2061,,,,8.46392430245
"sle",2061,,,,48.3719288928
"slv",2061,,,,5.07731687551
"som",2061,,,,36.0692828001
"srb",2061,,,,6.87617908622
"ssd",2061,,,,40.8979861521
"stp",2061,,,,32.5228394679
"sur",2061,,,,8.91740521712
"svk",2061,,,,5.14014437229
"svn",2061,,,,1.64500420459
"swe",2061,,,,1.44091232668
"swz",2061,,,,20.8429967541
"syc",2061,,,,4.64732158935
"syr",2061,,,,4.50935470912
"tcd",2061,,,,57.5447201601
"tgo",2061,,,,15.8670778445
"tha",2061,,,,4.3134286366
"tjk",2061,,,,16.9151124978
"tkm",2061,,,,28.6214434644
"tls",2061,,,,12.0319386616
"ton",2061,,,,8.19369614484
"tto",2061,,,,11.5370362441
"tun",2061,,,,8.34583693944
"tur",2061,,,,4.43351689352
"tza",2061,,,,20.3333431578
"uga",2061,,,,34.3450385352
"ukr",2061,,,,6.52527734083
"ury",2061,,,,5.69990884502
"usa",2061,,,,2.86753943057
"uzb",2061,,,,29.4880183903
"vct",2061,,,,11.2571719014
"ven",2061,,,,5.3129490911
"vir",2061,,,,4.769
"vnm",2061,,,,9.79286827846
"vut",2061,,,,5.87979791038
"wsm",2061,,,,6.67708682201
"yem",2061,,,,27.5801541523
"zaf",2061,,,,19.2067014079
"zmb",2061,,,,23.7428986009
"zwe",2061,,,,22.7713311204
"abw",2062,,,,8.538
"afg",2062,,,,32.1815367597
"ago",2062,,,,38.421406988
"alb",2062,,,,7.13271244452
"are",2062,,,,1.8316333746
"arg",2062,,,,5.46887455881
"arm",2062,,,,7.90877755025
"atg",2062,,,,3.40100542379
"aus",2062,,,,1.54606702371
"aut",2062,,,,1.18558552006
"aze",2062,,,,15.4854920092
"bdi",2062,,,,38.9661129466
"bel",2062,,,,1.42474868176
"ben",2062,,,,49.0352392155
"bfa",2062,,,,29.2270614743
"bgd",2062,,,,10.3366507318
"bgr",2062,,,,6.05133627373
"bhr",2062,,,,3.72360022495
"bhs",2062,,,,4.2234608769
"bih",2062,,,,4.05701500503
"blr",2062,,,,2.0057860364
"blz",2062,,,,6.80235915208
"bol",2062,,,,14.4528568166
"bra",2062,,,,5.60954774436
"brb",2062,,,,2.82006002587
"brn",2062,,,,1.41454952936
"btn",2062,,,,8.5610244882
"bwa",2062,,,,11.4659040474
"caf",2062,,,,30.3759445063
"can",2062,,,,1.85070899896
"chanisl",2062,,,,4.216
"che",2062,,,,1.3714830724
"chl",2062,,,,1.85269201625
"chn",2062,,,,2.86099123442
"civ",2062,,,,17.8313146719
"cmr",2062,,,,33.8648909821
"cod",2062,,,,32.2969046486
"cog",2062,,,,21.1651943485
"col",2062,,,,5.98011205483
"com",2062,,,,24.5847623984
"cpv",2062,,,,6.85047878258
"cri",2062,,,,3.20577087274
"cub",2062,,,,2.03296930265
"cyp",2062,,,,1.86716373866
"cze",2062,,,,1.3141077264
"deu",2062,,,,1.25012902574
"dji",2062,,,,34.4124353409
"dnk",2062,,,,2.16034993731
"dom",2062,,,,9.3434334631
"dza",2062,,,,8.71415282247
"ecu",2062,,,,6.62523351736
"egy",2062,,,,7.90773493687
"eri",2062,,,,10.9599572727
"esh",2062,,,,10.464
"esp",2062,,,,1.47969019672
"est",2062,,,,2.50824362258
"eth",2062,,,,20.046000793
"fin",2062,,,,1.07958359491
"fji",2062,,,,4.40289104713
"fra",2062,,,,1.43669223111
"fsm",2062,,,,15.822624065
"gab",2062,,,,18.6496888881
"gbr",2062,,,,2.0815144831
"geo",2062,,,,6.87880191288
"gha",2062,,,,36.6887196223
"gin",2062,,,,14.0780890398
"glp",2062,,,,1.897
"gmb",2062,,,,40.2089639097
"gnb",2062,,,,65.8697592022
"gnq",2062,,,,25.9345745011
"grc",2062,,,,1.54389150885
"grd",2062,,,,3.6032602319
"gtm",2062,,,,8.51267148421
"guf",2062,,,,3.808
"gum",2062,,,,3.655
"guy",2062,,,,20.3273117246
"hkg",2062,,,,0.88
"hnd",2062,,,,10.6569626297
"hrv",2062,,,,2.10808548509
"hti",2062,,,,22.5732347906
"hun",2062,,,,4.68706039367
"idn",2062,,,,9.7727712795
"ind",2062,,,,10.1915849043
"irl",2062,,,,1.42304963465
"irn",2062,,,,6.72402888885
"irq",2062,,,,12.419234479
"isl",2062,,,,1.13762199686
"isr",2062,,,,1.45647619027
"ita",2062,,,,1.10670126932
"jam",2062,,,,7.61509383732
"jor",2062,,,,5.55634377913
"jpn",2062,,,,0.9372468597
"kaz",2062,,,,6.19173670783
"ken",2062,,,,21.7881818625
"kgz",2062,,,,8.30283458075
"khm",2062,,,,1.41651624363
"kir",2062,,,,23.9132746274
"kor",2062,,,,0.233715282827
"kwt",2062,,,,4.1375423141
"lao",2062,,,,11.0351415576
"lbn",2062,,,,3.99504017538
"lbr",2062,,,,20.9112708643
"lby",2062,,,,9.02932293712
"lca",2062,,,,5.5081193445
"lka",2062,,,,3.48092212054
"lso",2062,,,,17.2580364049
"ltu",2062,,,,2.66493711864
"lux",2062,,,,0.771369059542
"lva",2062,,,,4.0891169641
"mac",2062,,,,0.972
"mar",2062,,,,7.58062689744
"mda",2062,,,,6.91583994241
"mdg",2062,,,,8.76849074923
"mdv",2062,,,,3.34039777942
"mex",2062,,,,8.22277243054
"mkd",2062,,,,3.51671205046
"mli",2062,,,,16.7711269899
"mlt",2062,,,,1.96240000199
"mmr",2062,,,,26.608649382
"mne",2062,,,,4.50672611187
"mng",2062,,,,2.28517275124
"moz",2062,,,,29.5261506383
"mrt",2062,,,,45.7935867184
"mtq",2062,,,,1.909
"mus",2062,,,,4.84480088125
