"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","fertility_rate"
"hnd",1952,1568424,2478,40,7.5
"hos",1952,884,,40,
"hrv",1952,3922675,4549,38.352382,2.8
"hti",1952,3331582,2367,43.480958,6.3
"hun",1952,9595219,6633,28.7343841935,2.72
"idn",1952,72309902,1541,51.1963096139,5.46
"ind",1952,388515758,912,35.6495762971,5.9
"irl",1952,2924222,6607,44.799674,3.41
"irn",1952,17933356,3796,48.491892,6.91
"irq",1952,6065012,3423,61.3573026087,7.44
"isl",1952,147681,8120,40,3.82
"isr",1952,1451493,4247,44.9759482143,4.32
"ita",1952,47398599,7023,43.182978,2.37
"jam",1952,1468361,3064,41.7232489519,4.13
"jey",1952,58079,,40,
"jor",1952,542123,3180,40,7.39
"jpn",1952,85174909,3015,36.3484120844,3.1
"kaz",1952,7041605,6189,38.5600157143,4.39
"ken",1952,6412380,1877,58.243584,7.45
"kgz",1952,1791952,2381,37.2061225714,4.48
"khm",1952,4658653,1156,40,6.95
"kir",1952,34283,1869,40,6.02
"kna",1952,,3471,40,
"kor",1952,19566860,809,30.58821,4.89
"korea_union",1952,29830665,,,
"kos",1952,1227616,,40,
"kwt",1952,173622,7395,40,7.21
"lao",1952,1763791,1158,41.7931608197,5.94
"lbn",1952,1392725,7284,54.2323667546,5.74
"lbr",1952,957864,1247,40,6.26
"lby",1952,1152277,5965,40,7.25
"lca",1952,,1530,40,5.89
"lie",1952,14135,,40,
"lso",1952,754849,448,40,5.84
"ltu",1952,2578522,7025,34.0401485714,2.71
"lux",1952,299499,18535,40,1.95
"lva",1952,1965114,4053,34.0744342857,2
"mac",1952,193743,4307,40,4.29
"mar",1952,9529540,2097,40.645698,6.58
"mco",1952,19077,12111,40,
"mda",1952,2432096,2791,24.0941628384,3.5
"mdg",1952,4256120,1999,39.781916,7.3
"mdv",1952,75189,925,40,5.94
"mex",1952,29711632,4647,52.2900376787,6.69
"mhl",1952,13436,1430,40,
"mkd",1952,1320984,2377,43.6997328788,4.03
"mli",1952,4811198,672,44.107894,6.47
"mlt",1952,313192,2629,40,4.16
"mmr",1952,18182312,963,34.5136326206,6
"mne",1952,410511,3814,40,4.05
"mng",1952,807926,919,40,5.54
"mnp",1952,7222,,40,
"moz",1952,6503106,464,42.514636,6.6
"mrt",1952,691807,1264,40,6.3
"msr",1952,14489,,40,
"mtq",1952,228268,,40,5.71
"mus",1952,521190,2512,40,5.9
"mwi",1952,3065030,371,39.997652,6.78
"mys",1952,6433161,2780,49.5387766519,6.23
"myt",1952,16448,,40,7.91
"nam",1952,504552,3901,43.634904,5.99
"ncl",1952,64441,,40,5.22
"ner",1952,2717047,1011,39.811186,6.88
"nfk",1952,1699,,40,
"nga",1952,39049831,2971,49.3973405714,6.35
"ngokar",1952,,,40,
"nic",1952,1371525,4140,42.943664,7.16
"niu",1952,4687,,40,
"nld",1952,10275701,9639,37.6985846894,3.09
"nor",1952,3333895,12316,35.521280964,2.61
"npl",1952,8823022,840,46.6586407317,5.99
"nru",1952,3191,5716,40,
"nzl",1952,1992619,13281,33.6765094057,3.32
"omn",1952,469350,3293,40,7.25
"pak",1952,38485341,1091,37.471864,6.6
"pan",1952,904387,3149,40,5.75
"pcn",1952,135,,40,
"per",1952,8128525,4701,50.4464249196,6.85
"phl",1952,19945659,2069,49.6572162344,7.43
"plw",1952,7620,10170,40,
"png",1952,1750883,989,47.1469,6.24
"pol",1952,25738253,4832,23.883848,3.65
"pri",1952,2212098,5603,44.5648158636,4.98
"prk",1952,10049026,784,40,3.25
"prt",1952,8473628,4002,41.170674,3.1
"pry",1952,1550763,2858,40,6.5
"pyf",1952,63869,,40,6.01
"qat",1952,29843,2486,40,6.97
"reu",1952,268485,,40,6.97
"rou",1952,16764920,4202,24.0941628384,3.34
"rus",1952,105969442,7775,32.8,2.88
"rwa",1952,2313306,551,45.791078,7.98
"sau",1952,,2854,40,7.18
"shn",1952,,,40,
"slv",1952,2278305,3540,40,6.27
"smr",1952,,9123,40,
"spm",1952,,,40,
"stp",1952,,1199,40,6.2
"tcd",1952,2589278,1282,39.030309033,6.09
"vct",1952,,2301,40,7.32
"vgb",1952,7561,,40,
"wsm",1952,,3046,40,7.63
