geo,time,age,sg_population
"usa",2000,55,3047960
"usa",2000,56,2851830
"usa",2000,57,2679930
"usa",2000,58,2549070
"usa",2000,59,2447470
"usa",2000,60,2345490
"usa",2000,61,2247760
"usa",2000,62,2163370
"usa",2000,63,2093449
"usa",2000,64,2035450
"usa",2000,65,1983390
"usa",2000,66,1935750
"usa",2000,67,1898070
"usa",2000,68,1871600
"usa",2000,69,1851750
"usa",2000,70,1832240
"usa",2000,71,1813870
"usa",2000,72,1786230
"usa",2000,73,1743320
"usa",2000,74,1688490
"usa",2000,75,1632680
"usa",2000,76,1575660
"usa",2000,77,1505090
"usa",2000,78,1416550
"usa",2000,79,1315690
"usa",2000,80,1213850
"usa",2000,81,1110260
"usa",2000,82,1006370
"usa",2000,83,904520
"usa",2000,84,805240
"usa",2000,85,706600
"usa",2000,86,608860
"usa",2000,87,520470
"usa",2000,88,445430
"usa",2000,89,380890
"usa",2000,90,319740
"usa",2000,91,263070
"usa",2000,92,213000
"usa",2000,93,169780
"usa",2000,94,132760
"usa",2000,95,100520
"usa",2000,96,72660
"usa",2000,97,50540
"usa",2000,98,34460
"usa",2000,99,23270
"usa",2000,100,10180
"usa",2000,101,5280
"usa",2000,102,2600
"usa",2000,103,1210
"usa",2000,104,530
"usa",2000,105,0
"usa",2000,106,0
"usa",2000,107,0
"usa",2000,108,0
"usa",2000,109,0
"usa",2000,110,0
"usa",2000,111,0
"usa",2000,112,0
"usa",2000,113,0
"usa",2000,114,0
"usa",2000,115,0
"usa",2000,116,0
"usa",2000,117,0
"usa",2000,118,0
"usa",2000,119,0
"usa",2000,120,0
"usa",2000,121,0
"usa",2000,122,0
"usa",2000,123,0
"usa",2000,124,0
"usa",2000,125,0
"usa",2000,126,0
"usa",2000,127,0
"usa",2000,128,0
"usa",2000,129,0
"usa",2000,130,0
"usa",2015,0,4276860
"usa",2015,1,4328270
"usa",2015,2,4366320
"usa",2015,3,4392190
"usa",2015,4,4407050
"usa",2015,5,4412050
"usa",2015,6,4408360
"usa",2015,7,4397140
"usa",2015,8,4379570
"usa",2015,9,4356790
"usa",2015,10,4332830
"usa",2015,11,4311710
"usa",2015,12,4280330
"usa",2015,13,4234140
"usa",2015,14,4182870
"usa",2015,15,4133500
"usa",2015,16,4075900
"usa",2015,17,4067700
"usa",2015,18,4135510
"usa",2015,19,4249450
"usa",2015,20,4357460
"usa",2015,21,4475190
"usa",2015,22,4548380
"usa",2015,23,4546430
"usa",2015,24,4497040
"usa",2015,25,4453450
"usa",2015,26,4398920
"usa",2015,27,4373390
"usa",2015,28,4400130
"usa",2015,29,4455190
"usa",2015,30,4499680
"usa",2015,31,4551360
"usa",2015,32,4547720
"usa",2015,33,4456960
"usa",2015,34,4314140
"usa",2015,35,4181170
"usa",2015,36,4039730
"usa",2015,37,3951130
"usa",2015,38,3950250
"usa",2015,39,4005580
"usa",2015,40,4054840
"usa",2015,41,4115439
"usa",2015,42,4150229
"usa",2015,43,4136069
"usa",2015,44,4095270
"usa",2015,45,4064980
"usa",2015,46,4027810
"usa",2015,47,4040950
"usa",2015,48,4133390
"usa",2015,49,4271960
"usa",2015,50,4395960
"usa",2015,51,4519260
"usa",2015,52,4597220
"usa",2015,53,4602020
"usa",2015,54,4554610
"usa",2015,55,4507260
"usa",2015,56,4453670
"usa",2015,57,4375440
"usa",2015,58,4269990
"usa",2015,59,4144830
"usa",2015,60,4007630
"usa",2015,61,3853950
"usa",2015,62,3714700
"usa",2015,63,3605100
"usa",2015,64,3510980
"usa",2015,65,3407230
"usa",2015,66,3304090
"usa",2015,67,3171220
"usa",2015,68,2992660
"usa",2015,69,2786290
"usa",2015,70,2585770
"usa",2015,71,2384200
"usa",2015,72,2201650
"usa",2015,73,2051469
"usa",2015,74,1924520
"usa",2015,75,1797220
"usa",2015,76,1673000
"usa",2015,77,1560770
"usa",2015,78,1462170
"usa",2015,79,1374340
"usa",2015,80,1291200
"usa",2015,81,1212150
"usa",2015,82,1139320
"usa",2015,83,1072570
"usa",2015,84,1009450
"usa",2015,85,949650
"usa",2015,86,895590
"usa",2015,87,828760
"usa",2015,88,740670
"usa",2015,89,640250
"usa",2015,90,545280
"usa",2015,91,452580
"usa",2015,92,368860
"usa",2015,93,299370
"usa",2015,94,241160
"usa",2015,95,185080
"usa",2015,96,131880
"usa",2015,97,89650
"usa",2015,98,61180
"usa",2015,99,43110
"usa",2015,100,0
"usa",2015,101,0
"usa",2015,102,0
"usa",2015,103,0
"usa",2015,104,0
"usa",2015,105,0
"usa",2015,106,0
"usa",2015,107,0
"usa",2015,108,0
"usa",2015,109,0
"usa",2015,110,0
"usa",2015,111,0
"usa",2015,112,0
"usa",2015,113,0
"usa",2015,114,0
"usa",2015,115,0
"usa",2015,116,0
"usa",2015,117,0
"usa",2015,118,0
"usa",2015,119,0
"usa",2015,120,0
"usa",2015,121,0
"usa",2015,122,0
"usa",2015,123,0
"usa",2015,124,0
"usa",2015,125,0
"usa",2015,126,0
"usa",2015,127,0
"usa",2015,128,0
"usa",2015,129,0
"usa",2015,130,0
"usa",2016,0,4328660
"usa",2016,1,4304230
"usa",2016,2,4345590
"usa",2016,3,4377690
"usa",2016,4,4401060
"usa",2016,5,4416230
"usa",2016,6,4424170
"usa",2016,7,4425830
"usa",2016,8,4419610
"usa",2016,9,4405200
"usa",2016,10,4384390
"usa",2016,11,4363440
"usa",2016,12,4346010
"usa",2016,13,4316980
"usa",2016,14,4271020
"usa",2016,15,4218520
"usa",2016,16,4167970
"usa",2016,17,4109100
"usa",2016,18,4099109
"usa",2016,19,4164609
"usa",2016,20,4275930
"usa",2016,21,4381160
"usa",2016,22,4495860
"usa",2016,23,4566750
"usa",2016,24,4563700
"usa",2016,25,4514010
"usa",2016,26,4469980
"usa",2016,27,4415070
"usa",2016,28,4389130
"usa",2016,29,4415280
"usa",2016,30,4469640
"usa",2016,31,4513520
"usa",2016,32,4564620
"usa",2016,33,4560350
"usa",2016,34,4468880
"usa",2016,35,4325280
"usa",2016,36,4191510
"usa",2016,37,4049250
"usa",2016,38,3959650
"usa",2016,39,3957490
"usa",2016,40,4011360
"usa",2016,41,4059120
"usa",2016,42,4118100
"usa",2016,43,4151470
"usa",2016,44,4136229
"usa",2016,45,4094530
"usa",2016,46,4063210
"usa",2016,47,4024980
"usa",2016,48,4036740
"usa",2016,49,4127319
"usa",2016,50,4263700
"usa",2016,51,4385500
"usa",2016,52,4506550
"usa",2016,53,4582180
"usa",2016,54,4584580
"usa",2016,55,4534730
"usa",2016,56,4484860
"usa",2016,57,4428670
"usa",2016,58,4348010
"usa",2016,59,4240440
"usa",2016,60,4113319
"usa",2016,61,3974160
"usa",2016,62,3818630
"usa",2016,63,3677170
"usa",2016,64,3564810
"usa",2016,65,3467610
"usa",2016,66,3360910
"usa",2016,67,3254800
"usa",2016,68,3119480
"usa",2016,69,2939340
"usa",2016,70,2731950
"usa",2016,71,2530370
"usa",2016,72,2327780
"usa",2016,73,2144150
"usa",2016,74,1992700
"usa",2016,75,1864340
"usa",2016,76,1735740
"usa",2016,77,1610330
"usa",2016,78,1496690
"usa",2016,79,1396360
"usa",2016,80,1306610
"usa",2016,81,1221880
"usa",2016,82,1141720
"usa",2016,83,1067310
"usa",2016,84,998180
"usa",2016,85,932480
"usa",2016,86,870640
"usa",2016,87,814670
"usa",2016,88,748320
"usa",2016,89,664210
"usa",2016,90,570170
"usa",2016,91,481580
"usa",2016,92,395500
"usa",2016,93,318800
"usa",2016,94,256490
"usa",2016,95,205440
"usa",2016,96,139170
"usa",2016,97,94950
"usa",2016,98,65269
"usa",2016,99,46500
"usa",2016,100,0
"usa",2016,101,0
"usa",2016,102,0
"usa",2016,103,0
"usa",2016,104,0
"usa",2016,105,0
"usa",2016,106,0
"usa",2016,107,0
"usa",2016,108,0
"usa",2016,109,0
"usa",2016,110,0
"usa",2016,111,0
"usa",2016,112,0
"usa",2016,113,0
"usa",2016,114,0
"usa",2016,115,0
"usa",2016,116,0
"usa",2016,117,0
"usa",2016,118,0
"usa",2016,119,0
"usa",2016,120,0
"usa",2016,121,0
"usa",2016,122,0
"usa",2016,123,0
"usa",2016,124,0
"usa",2016,125,0
"usa",2016,126,0
"usa",2016,127,0
"usa",2016,128,0
"usa",2016,129,0
"usa",2016,130,0
"usa",2017,0,4395890
"usa",2017,1,4393540
"usa",2017,2,4329170
"usa",2017,3,4360470
"usa",2017,4,4386590
"usa",2017,5,4407440
"usa",2017,6,4422910
"usa",2017,7,4433780
"usa",2017,8,4440800
"usa",2017,9,4439590
"usa",2017,10,4428340
"usa",2017,11,4409520
"usa",2017,12,4391600
"usa",2017,13,4377880
"usa",2017,14,4351200
"usa",2017,15,4305510
"usa",2017,16,4251800
"usa",2017,17,4200110
"usa",2017,18,4139990
"usa",2017,19,4128220
"usa",2017,20,4191370
"usa",2017,21,4300000
"usa",2017,22,4402390
"usa",2017,23,4514000
"usa",2017,24,4582540
"usa",2017,25,4578400
"usa",2017,26,4528420
"usa",2017,27,4484000
"usa",2017,28,4428730
"usa",2017,29,4402380
"usa",2017,30,4427930
"usa",2017,31,4481560
"usa",2017,32,4524800
"usa",2017,33,4575300
"usa",2017,34,4570400
"usa",2017,35,4478280
"usa",2017,36,4333970
"usa",2017,37,4199470
"usa",2017,38,4056480
"usa",2017,39,3965920
"usa",2017,40,3962490
"usa",2017,41,4014870
"usa",2017,42,4061100
"usa",2017,43,4118420
"usa",2017,44,4150340
"usa",2017,45,4134029
"usa",2017,46,4091450
"usa",2017,47,4059130
"usa",2017,48,4019860
"usa",2017,49,4030230
"usa",2017,50,4118899
"usa",2017,51,4253000
"usa",2017,52,4372530
"usa",2017,53,4491270
"usa",2017,54,4564520
"usa",2017,55,4564510
"usa",2017,56,4512250
"usa",2017,57,4459900
"usa",2017,58,4401130
"usa",2017,59,4318090
"usa",2017,60,4208450
"usa",2017,61,4079440
"usa",2017,62,3938390
"usa",2017,63,3781100
"usa",2017,64,3637520
"usa",2017,65,3522450
"usa",2017,66,3422230
"usa",2017,67,3312640
"usa",2017,68,3203600
"usa",2017,69,3065930
"usa",2017,70,2884310
"usa",2017,71,2676010
"usa",2017,72,2473470
"usa",2017,73,2269990
"usa",2017,74,2085389
"usa",2017,75,1932750
"usa",2017,76,1803050
"usa",2017,77,1673220
"usa",2017,78,1546680
"usa",2017,79,1431700
"usa",2017,80,1329700
"usa",2017,81,1238090
"usa",2017,82,1151800
"usa",2017,83,1070570
"usa",2017,84,994630
"usa",2017,85,923150
"usa",2017,86,854910
"usa",2017,87,791060
"usa",2017,88,733220
"usa",2017,89,667380
"usa",2017,90,587300
"usa",2017,91,499700
"usa",2017,92,417550
"usa",2017,93,338140
"usa",2017,94,268510
"usa",2017,95,213420
"usa",2017,96,169570
"usa",2017,97,100300
"usa",2017,98,69480
"usa",2017,99,50050
"usa",2017,100,0
"usa",2017,101,0
"usa",2017,102,0
"usa",2017,103,0
"usa",2017,104,0
"usa",2017,105,0
"usa",2017,106,0
"usa",2017,107,0
"usa",2017,108,0
"usa",2017,109,0
"usa",2017,110,0
"usa",2017,111,0
"usa",2017,112,0
"usa",2017,113,0
"usa",2017,114,0
"usa",2017,115,0
"usa",2017,116,0
"usa",2017,117,0
"usa",2017,118,0
"usa",2017,119,0
"usa",2017,120,0
"usa",2017,121,0
"usa",2017,122,0
"usa",2017,123,0
"usa",2017,124,0
"usa",2017,125,0
"usa",2017,126,0
"usa",2017,127,0
"usa",2017,128,0
"usa",2017,129,0
"usa",2017,130,0
"usa",2018,0,4467680
"usa",2018,1,4435970
"usa",2018,2,4414510
"usa",2018,3,4352510
"usa",2018,4,4373730
"usa",2018,5,4393870
"usa",2018,6,4412190
"usa",2018,7,4427970
"usa",2018,8,4441770
"usa",2018,9,4454140
"usa",2018,10,4457940
"usa",2018,11,4449860
"usa",2018,12,4433030
"usa",2018,13,4418130
"usa",2018,14,4408130
"usa",2018,15,4383830
"usa",2018,16,4338410
"usa",2018,17,4283510
"usa",2018,18,4230690
"usa",2018,19,4169359
"usa",2018,20,4155810
"usa",2018,21,4216580
"usa",2018,22,4322490
"usa",2018,23,4422000
"usa",2018,24,4530470
"usa",2018,25,4596640
"usa",2018,26,4591410
"usa",2018,27,4541170
"usa",2018,28,4496360
"usa",2018,29,4440760
"usa",2018,30,4414010
"usa",2018,31,4438940
"usa",2018,32,4491840
"usa",2018,33,4534420
"usa",2018,34,4584290
"usa",2018,35,4578770
"usa",2018,36,4486020
"usa",2018,37,4341060
"usa",2018,38,4205880
"usa",2018,39,4062210
"usa",2018,40,3970730
"usa",2018,41,3966020
"usa",2018,42,4016900
"usa",2018,43,4061580
"usa",2018,44,4117229
"usa",2018,45,4147689
"usa",2018,46,4130310
"usa",2018,47,4086860
"usa",2018,48,4053550
"usa",2018,49,4013250
"usa",2018,50,4022230
"usa",2018,51,4108960
"usa",2018,52,4240740
"usa",2018,53,4357950
"usa",2018,54,4474340
"usa",2018,55,4545180
"usa",2018,56,4542770
"usa",2018,57,4488110
"usa",2018,58,4433290
"usa",2018,59,4371970
"usa",2018,60,4286570
"usa",2018,61,4174899
"usa",2018,62,4044070
"usa",2018,63,3901180
"usa",2018,64,3742180
"usa",2018,65,3596520
"usa",2018,66,3478790
"usa",2018,67,3375590
"usa",2018,68,3263140
"usa",2018,69,3151230
"usa",2018,70,3011250
"usa",2018,71,2828210
"usa",2018,72,2619090
"usa",2018,73,2415670
"usa",2018,74,2211360
"usa",2018,75,2025850
"usa",2018,76,1872080
"usa",2018,77,1741100
"usa",2018,78,1610080
"usa",2018,79,1482470
"usa",2018,80,1366190
"usa",2018,81,1262540
"usa",2018,82,1169100
"usa",2018,83,1081290
"usa",2018,84,999030
"usa",2018,85,921580
"usa",2018,86,847790
"usa",2018,87,777030
"usa",2018,88,711190
"usa",2018,89,651490
"usa",2018,90,586200
"usa",2018,91,510170
"usa",2018,92,429050
"usa",2018,93,353360
"usa",2018,94,280670
"usa",2018,95,218130
"usa",2018,96,170280
"usa",2018,97,133640
"usa",2018,98,73920
"usa",2018,99,53770
"usa",2018,100,0
"usa",2018,101,0
"usa",2018,102,0
"usa",2018,103,0
"usa",2018,104,0
"usa",2018,105,0
"usa",2018,106,0
"usa",2018,107,0
"usa",2018,108,0
"usa",2018,109,0
"usa",2018,110,0
"usa",2018,111,0
"usa",2018,112,0
"usa",2018,113,0
"usa",2018,114,0
"usa",2018,115,0
"usa",2018,116,0
"usa",2018,117,0
"usa",2018,118,0
"usa",2018,119,0
"usa",2018,120,0
"usa",2018,121,0
"usa",2018,122,0
"usa",2018,123,0
"usa",2018,124,0
"usa",2018,125,0
"usa",2018,126,0
"usa",2018,127,0
"usa",2018,128,0
"usa",2018,129,0
"usa",2018,130,0
"usa",2019,0,4528750
"usa",2019,1,4474860
"usa",2019,2,4436170
"usa",2019,3,4410760
"usa",2019,4,4375220
"usa",2019,5,4386360
"usa",2019,6,4400510
"usa",2019,7,4416300
"usa",2019,8,4432380
"usa",2019,9,4449100
"usa",2019,10,4466830
"usa",2019,11,4475630
"usa",2019,12,4470720
"usa",2019,13,4455880
"usa",2019,14,4444020
"usa",2019,15,4437720
"usa",2019,16,4415810
"usa",2019,17,4370670
"usa",2019,18,4314600
"usa",2019,19,4260650
"usa",2019,20,4198110
"usa",2019,21,4182779
"usa",2019,22,4241170
"usa",2019,23,4344340
"usa",2019,24,4440960
"usa",2019,25,4546290
"usa",2019,26,4610080
"usa",2019,27,4603740
"usa",2019,28,4553260
"usa",2019,29,4508060
"usa",2019,30,4452140
"usa",2019,31,4425000
"usa",2019,32,4449320
"usa",2019,33,4501450
"usa",2019,34,4543380
"usa",2019,35,4592620
"usa",2019,36,4586480
"usa",2019,37,4493120
"usa",2019,38,4347530
"usa",2019,39,4211680
"usa",2019,40,4067350
"usa",2019,41,3974970
"usa",2019,42,3968990
"usa",2019,43,4018350
"usa",2019,44,4061480
"usa",2019,45,4115439
"usa",2019,46,4144439
"usa",2019,47,4126000
"usa",2019,48,4081690
"usa",2019,49,4047390
"usa",2019,50,4006070
"usa",2019,51,4013660
"usa",2019,52,4098430
"usa",2019,53,4227880
"usa",2019,54,4342760
"usa",2019,55,4456770
"usa",2019,56,4525200
"usa",2019,57,4520380
"usa",2019,58,4463330
"usa",2019,59,4406060
"usa",2019,60,4342190
"usa",2019,61,4254460
"usa",2019,62,4140779
"usa",2019,63,4008120
"usa",2019,64,3863430
"usa",2019,65,3702730
"usa",2019,66,3555040
"usa",2019,67,3434660
"usa",2019,68,3328490
"usa",2019,69,3213210
"usa",2019,70,3098430
"usa",2019,71,2956170
"usa",2019,72,2771740
"usa",2019,73,2561820
"usa",2019,74,2357550
"usa",2019,75,2152450
"usa",2019,76,1966060
"usa",2019,77,1811180
"usa",2019,78,1678930
"usa",2019,79,1546750
"usa",2019,80,1418070
"usa",2019,81,1300510
"usa",2019,82,1195240
"usa",2019,83,1099990
"usa",2019,84,1010670
"usa",2019,85,927390
"usa",2019,86,848440
"usa",2019,87,772340
"usa",2019,88,699080
"usa",2019,89,631260
"usa",2019,90,569720
"usa",2019,91,504980
"usa",2019,92,433020
"usa",2019,93,358380
"usa",2019,94,289160
"usa",2019,95,223180
"usa",2019,96,167740
"usa",2019,97,127130
"usa",2019,98,97710
"usa",2019,99,57690
"usa",2019,100,0
"usa",2019,101,0
"usa",2019,102,0
"usa",2019,103,0
"usa",2019,104,0
"usa",2019,105,0
"usa",2019,106,0
"usa",2019,107,0
"usa",2019,108,0
"usa",2019,109,0
"usa",2019,110,0
"usa",2019,111,0
"usa",2019,112,0
"usa",2019,113,0
"usa",2019,114,0
"usa",2019,115,0
"usa",2019,116,0
"usa",2019,117,0
"usa",2019,118,0
"usa",2019,119,0
"usa",2019,120,0
"usa",2019,121,0
"usa",2019,122,0
"usa",2019,123,0
"usa",2019,124,0
"usa",2019,125,0
"usa",2019,126,0
"usa",2019,127,0
"usa",2019,128,0
"usa",2019,129,0
"usa",2019,130,0
"usa",2020,0,4568280
"usa",2020,1,4504090
"usa",2020,2,4456940
"usa",2020,3,4424810
"usa",2020,4,4405740
"usa",2020,5,4397740
"usa",2020,6,4398810
"usa",2020,7,4406970
"usa",2020,8,4420240
"usa",2020,9,4436610
"usa",2020,10,4456260
"usa",2020,11,4479330
"usa",2020,12,4493130
"usa",2020,13,4491390
"usa",2020,14,4478550
"usa",2020,15,4469710
"usa",2020,16,4467130
"usa",2020,17,4447590
"usa",2020,18,4402740
"usa",2020,19,4345490
"usa",2020,20,4290430
"usa",2020,21,4226680
"usa",2020,22,4209570
"usa",2020,23,4265580
"usa",2020,24,4366000
"usa",2020,25,4459740
"usa",2020,26,4561910
"usa",2020,27,4623320
"usa",2020,28,4615890
"usa",2020,29,4565160
"usa",2020,30,4519580
"usa",2020,31,4463340
"usa",2020,32,4435810
"usa",2020,33,4459510
"usa",2020,34,4510890
"usa",2020,35,4552160
"usa",2020,36,4600760
"usa",2020,37,4594000
"usa",2020,38,4500040
"usa",2020,39,4353820
"usa",2020,40,4217320
"usa",2020,41,4072340
"usa",2020,42,3979050
"usa",2020,43,3971790
"usa",2020,44,4019640
"usa",2020,45,4061220
"usa",2020,46,4113500
"usa",2020,47,4141029
"usa",2020,48,4121529
"usa",2020,49,4076370
"usa",2020,50,4041070
"usa",2020,51,3998740
"usa",2020,52,4004950
"usa",2020,53,4087760
"usa",2020,54,4214860
"usa",2020,55,4327400
"usa",2020,56,4439040
"usa",2020,57,4505050
"usa",2020,58,4497840
"usa",2020,59,4438400
"usa",2020,60,4378670
"usa",2020,61,4312270
"usa",2020,62,4222200
"usa",2020,63,4106510
"usa",2020,64,3972050
"usa",2020,65,3825550
"usa",2020,66,3663180
"usa",2020,67,3513440
"usa",2020,68,3390430
"usa",2020,69,3281290
"usa",2020,70,3163180
"usa",2020,71,3045550
"usa",2020,72,2901010
"usa",2020,73,2715200
"usa",2020,74,2504490
"usa",2020,75,2299380
"usa",2020,76,2093500
"usa",2020,77,1906230
"usa",2020,78,1750240
"usa",2020,79,1616730
"usa",2020,80,1483400
"usa",2020,81,1353670
"usa",2020,82,1234830
"usa",2020,83,1127950
"usa",2020,84,1030880
"usa",2020,85,940060
"usa",2020,86,855760
"usa",2020,87,775320
"usa",2020,88,696920
"usa",2020,89,621150
"usa",2020,90,551370
"usa",2020,91,487980
"usa",2020,92,423790
"usa",2020,93,355900
"usa",2020,94,287740
"usa",2020,95,225000
"usa",2020,96,165720
"usa",2020,97,117380
"usa",2020,98,84010
"usa",2020,99,61800
"usa",2020,100,0
"usa",2020,101,0
"usa",2020,102,0
"usa",2020,103,0
"usa",2020,104,0
"usa",2020,105,0
"usa",2020,106,0
"usa",2020,107,0
"usa",2020,108,0
"usa",2020,109,0
"usa",2020,110,0
"usa",2020,111,0
"usa",2020,112,0
"usa",2020,113,0
"usa",2020,114,0
"usa",2020,115,0
"usa",2020,116,0
"usa",2020,117,0
"usa",2020,118,0
"usa",2020,119,0
"usa",2020,120,0
"usa",2020,121,0
"usa",2020,122,0
"usa",2020,123,0
"usa",2020,124,0
"usa",2020,125,0
"usa",2020,126,0
"usa",2020,127,0
"usa",2020,128,0
"usa",2020,129,0
"usa",2020,130,0
"usa",2021,0,4584920
"usa",2021,1,4566170
"usa",2021,2,4512800
"usa",2021,3,4472740
"usa",2021,4,4444640
"usa",2021,5,4427180
"usa",2021,6,4418210
"usa",2021,7,4415570
"usa",2021,8,4422110
"usa",2021,9,4438180
"usa",2021,10,4459950
"usa",2021,11,4483470
"usa",2021,12,4509790
"usa",2021,13,4525670
"usa",2021,14,4524180
"usa",2021,15,4510300
"usa",2021,16,4500470
"usa",2021,17,4496780
"usa",2021,18,4475730
"usa",2021,19,4429020
"usa",2021,20,4369680
"usa",2021,21,4312370
"usa",2021,22,4246170
"usa",2021,23,4227070
"usa",2021,24,4281900
"usa",2021,25,4381670
"usa",2021,26,4474650
"usa",2021,27,4576080
"usa",2021,28,4636800
"usa",2021,29,4628670
"usa",2021,30,4577230
"usa",2021,31,4531010
"usa",2021,32,4474160
"usa",2021,33,4445930
"usa",2021,34,4468740
"usa",2021,35,4519120
"usa",2021,36,4559400
"usa",2021,37,4606990
"usa",2021,38,4599170
"usa",2021,39,4504120
"usa",2021,40,4356780
"usa",2021,41,4219110
"usa",2021,42,4072910
"usa",2021,43,3978460
"usa",2021,44,3970140
"usa",2021,45,4016970
"usa",2021,46,4057440
"usa",2021,47,4108510
"usa",2021,48,4134819
"usa",2021,49,4114090
"usa",2021,50,4067640
"usa",2021,51,4030950
"usa",2021,52,3987180
"usa",2021,53,3991530
"usa",2021,54,4071870
"usa",2021,55,4196090
"usa",2021,56,4305720
"usa",2021,57,4414320
"usa",2021,58,4477350
"usa",2021,59,4467290
"usa",2021,60,4405080
"usa",2021,61,4342490
"usa",2021,62,4273120
"usa",2021,63,4180189
"usa",2021,64,4061790
"usa",2021,65,3924690
"usa",2021,66,3775590
"usa",2021,67,3610810
"usa",2021,68,3458220
"usa",2021,69,3331660
"usa",2021,70,3218630
"usa",2021,71,3096830
