"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","fertility_rate"
"lby",1971,2208125,61707,40,7.9
"lca",1971,,3367,40,5.95
"lie",1971,21726,,40,
"lso",1971,1053524,659,40,5.81
"ltu",1971,3170887,13774,28.48976,2.3
"lux",1971,342224,29877,40,1.87
"lva",1971,2385561,7834,28.84976,1.94
"mac",1971,253881,15652,40,1.98
"mar",1971,16389949,2484,47.152937,6.59
"mco",1971,23722,27552,40,
"mda",1971,3645515,5295,20.6483005563,2.56
"mdg",1971,6760352,2551,48.5461944966,7.33
"mdv",1971,119315,1446,40,7.2
"mex",1971,53719547,8810,57.2975436101,6.64
"mhl",1971,21310,2223,40,
"mkd",1971,1739525,6881,42.3198809091,2.93
"mli",1971,6044532,855,49.9548000274,6.91
"mlt",1971,304546,4780,40,1.96
"mmr",1971,27836648,1458,44.27483,5.88
"mne",1971,522783,11328,40,2.66
"mng",1971,1317049,1731,40,7.55
"mnp",1971,13658,,40,
"moz",1971,9468836,734,50.134758,6.59
"mrt",1971,1182945,2957,40,6.77
"msr",1971,11633,,40,
"mtq",1971,326338,,40,4.4
"mus",1971,839600,3133,40,3.74
"mwi",1971,4728693,545,50.1453960395,7.35
"mys",1971,11182078,4252,51.503352636,4.74
"myt",1971,38516,,40,7.92
"nam",1971,804309,5972,50.8283756522,6.52
"ncl",1971,109269,,40,5.26
"ner",1971,4623121,1426,48.7895958031,7.46
"nfk",1971,1796,,40,
"nga",1971,57453734,3889,38.0165950954,6.52
"ngokar",1971,,,40,
"nic",1971,2472656,6120,48.987936,6.86
"niu",1971,4962,,40,
"nld",1971,13104216,20555,35.0133884424,2.36
"nor",1971,3904750,23239,33.1646654786,2.49
"npl",1971,12232454,1002,51.09327,5.96
"nru",1971,6619,57651,40,
"nzl",1971,2871810,19871,30.0437759374,3.02
"omn",1971,748971,19104,40,7.35
"pak",1971,59690467,1721,33.49,6.6
"pan",1971,1563113,6676,57.7756673676,5.06
"pcn",1971,85,,40,
"per",1971,13704333,6828,51.896,6.19
"phl",1971,36851055,3212,49.6590292571,6.15
"plw",1971,11656,26834,40,
"png",1971,2503074,1844,48.54245,6.14
"pol",1971,33068997,9256,29.1747195656,2.23
"pri",1971,2745952,15924,51.6958799111,3.07
"prk",1971,14812363,1699,40,4.21
"prt",1971,8717871,10920,40.710825,2.94
"pry",1971,2535355,3539,40,5.59
"pyf",1971,114311,,40,4.98
"qat",1971,119246,160147,40,6.87
"reu",1971,470120,,40,4.42
"rou",1971,20783864,10824,20.6483005563,2.65
"rus",1971,130808492,15170,23.2266666667,2.02
"rwa",1971,3868345,679,52.6620252379,8.25
"sau",1971,,47016,40,7.29
"shn",1971,,,40,
"slv",1971,3765252,4878,40,6.11
"smr",1971,,23435,40,
"spm",1971,,,40,
"stp",1971,,2267,40,6.49
"tcd",1971,3727382,1334,35.9536883361,6.58
"vct",1971,,3112,40,5.83
"vgb",1971,9969,,40,
"wsm",1971,,3792,40,7.12
