"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","fertility_rate"
"reu",1890,156428,,40,6.51
"rou",1890,10334053,2175,34.77324,5.16
"rus",1890,59151534,2233,50,6.71
"rwa",1890,1471766,483,48.52316,7.07
"sau",1890,,958,40,6.86
"shn",1890,,,40,
"slv",1890,662195,1758,40,5.9
"smr",1890,,2063,40,
"spm",1890,,,40,
"stp",1890,,1005,40,6.23
"tcd",1890,1463486,588,46.7504588136,6.06
"vct",1890,,1347,40,6.54
"vgb",1890,4779,,40,
"wsm",1890,,1781,40,6.98
